aX,aY,aZ,gX,gY,gZ
0.732,-0.073,-0.588,-39.429,-121.643,45.105
0.691,-0.075,-0.524,-19.104,-125.549,32.959
0.677,-0.08,-0.467,-1.038,-120.789,16.785
0.677,-0.083,-0.435,14.038,-116.455,-3.418
0.704,-0.085,-0.394,23.621,-121.277,-24.841
0.723,-0.093,-0.351,22.827,-145.996,-51.697
0.726,-0.084,-0.317,13.855,-189.27,-83.191
0.735,-0.11,-0.267,-0.183,-244.69,-110.596
0.754,-0.187,-0.19,-19.043,-306.458,-132.446
0.77,-0.264,-0.106,-39.917,-372.131,-148.315
0.824,-0.339,0.004,-63.965,-438.721,-155.762
0.889,-0.398,0.146,-97.656,-499.329,-151.123
0.909,-0.429,0.227,-130.554,-546.57,-136.719
0.872,-0.43,0.285,-155.09,-575.439,-116.028
0.8,-0.403,0.323,-164.978,-581.848,-94.666
0.693,-0.367,0.37,-160.278,-574.768,-78.857
0.572,-0.322,0.422,-144.165,-563.171,-69.763
0.449,-0.271,0.472,-125.366,-558.472,-64.819
0.321,-0.228,0.525,-113.403,-563.049,-63.293
0.176,-0.226,0.585,-108.093,-578.796,-62.195
-0.021,-0.265,0.701,-106.384,-610.229,-64.575
-0.128,-0.233,0.833,-110.229,-648.804,-70.129
-0.276,-0.172,0.946,-114.624,-686.035,-81.482
-0.443,-0.093,1.16,-118.469,-700.684,-95.032
-0.524,-0.029,1.336,-121.399,-673.035,-114.502
-0.511,-0.045,1.371,-113.892,-595.642,-139.099
-0.429,-0.09,1.305,-98.877,-472.717,-152.71
-0.344,-0.159,1.211,-78.674,-335.205,-142.7
-0.281,-0.212,1.128,-51.086,-213.867,-105.774
-0.288,-0.26,1.068,-18.311,-118.958,-53.528
-0.332,-0.259,1.049,12.451,-46.143,-0.732
-0.385,-0.227,1.056,33.447,6.104,42.236
-0.434,-0.215,1.06,41.626,35.4,67.383
-0.487,-0.203,1.047,41.687,39.185,72.327
-0.506,-0.183,1.017,35.95,21.179,63.477
-0.518,-0.159,1.005,23.437,-9.338,47.119
-0.544,-0.135,1.017,8.789,-45.471,27.588
-0.577,-0.117,1.041,-5.737,-79.163,6.47
-0.584,-0.103,1.063,-18.738,-100.708,-14.954
-0.578,-0.087,1.052,-28.87,-106.14,-35.034
-0.552,-0.082,1.019,-36.926,-97.412,-47.729
-0.505,-0.1,0.969,-40.222,-79.468,-50.598
-0.476,-0.124,0.918,-34.241,-55.42,-45.105
-0.443,-0.152,0.89,-20.02,-24.658,-31.86
-0.417,-0.183,0.884,-3.113,8.972,-14.221
-0.4,-0.202,0.901,13.123,40.1,3.235
-0.387,-0.205,0.927,26.672,64.819,16.724
-0.391,-0.2,0.934,37.292,82.825,24.902
-0.396,-0.205,0.945,41.809,96.68,30.151
-0.396,-0.214,0.965,42.236,102.539,33.508
-0.386,-0.219,0.975,39.551,97.717,32.593
-0.376,-0.224,0.97,32.654,86.06,27.588
-0.362,-0.224,0.956,22.949,69.946,20.508
-0.343,-0.224,0.935,14.16,50.11,13.306
-0.324,-0.215,0.912,6.836,29.846,6.165
-0.314,-0.218,0.903,1.465,12.39,-0.122
-0.304,-0.219,0.901,-2.319,-0.488,-3.113
-0.305,-0.22,0.893,-3.113,-8.728,-3.906
-0.311,-0.211,0.881,-1.404,-12.756,-3.357
-0.307,-0.203,0.884,0.732,-12.268,-1.709
-0.333,-0.199,0.889,3.784,-11.353,0.671
-0.354,-0.19,0.909,5.92,-10.62,3.845
-0.365,-0.181,0.931,5.554,-6.531,4.456
-0.371,-0.182,0.933,5.249,-1.953,1.526
-0.364,-0.177,0.922,5.188,1.526,-2.319
-0.353,-0.177,0.91,4.333,2.197,-5.127
-0.34,-0.185,0.906,2.075,-0.061,-7.324
-0.331,-0.193,0.903,-0.244,-4.456,-8.667
-0.326,-0.197,0.905,-2.197,-9.277,-8.85
-0.331,-0.202,0.906,-3.54,-13.245,-8.423
-0.337,-0.201,0.91,-4.883,-15.991,-7.446
-0.343,-0.203,0.917,-6.226,-17.395,-6.226
-0.35,-0.202,0.923,-7.324,-17.883,-4.944
-0.354,-0.197,0.928,-7.874,-17.09,-3.54
-0.353,-0.197,0.931,-7.69,-14.954,-1.953
-0.358,-0.217,0.922,-6.958,-11.292,-1.038
-0.347,-0.219,0.907,-4.028,-5.188,-2.686
-0.332,-0.201,0.899,1.343,0.854,-4.395
-0.329,-0.198,0.896,4.761,5.005,-5.005
-0.331,-0.21,0.899,6.531,7.996,-4.15
-0.318,-0.215,0.908,7.446,9.766,-3.723
-0.303,-0.221,0.912,8.057,10.864,-3.296
-0.294,-0.217,0.911,6.47,11.047,-2.258
-0.294,-0.216,0.912,4.761,10.01,0.549
-0.302,-0.212,0.909,3.418,8.667,3.113
-1.049,-0.098,1.433,10.559,-491.272,-49.622
-1.051,-0.057,1.44,3.662,-405.212,-68.298
-1,-0.062,1.365,-6.104,-307.983,-76.843
-0.958,-0.123,1.235,-14.771,-216.187,-71.167
-0.919,-0.191,1.113,-19.592,-141.357,-54.443
-0.913,-0.226,1.033,-20.63,-89.539,-33.752
-0.971,-0.228,1.045,-23.01,-60.303,-15.259
-1.042,-0.192,1.12,-34.302,-48.035,-5.188
-1.061,-0.176,1.171,-54.932,-43.579,-9.155
-1.047,-0.157,1.281,-77.209,-30.823,-28.381
-1.084,-0.133,1.382,-92.224,12.39,-52.551
-1.054,-0.18,1.425,-96.313,105.957,-68.176
-1.05,-0.252,1.356,-88.562,248.169,-60.669
-0.894,-0.256,1.245,-65.002,393.677,-27.466
-0.832,-0.205,1.166,-30.884,506.958,9.888
-0.761,-0.122,1.144,-2.869,591.003,44.8
-0.677,-0.098,1.126,11.169,649.109,61.401
-0.613,-0.117,1.078,18.127,685.547,54.138
-0.499,-0.115,0.985,25.085,711.609,33.936
-0.273,-0.113,0.869,35.767,733.459,8.972
-0.193,-0.158,0.72,62.866,761.23,-4.822
-0.031,-0.184,0.577,111.45,811.523,6.042
0.145,-0.185,0.49,169.495,872.559,27.405
0.27,-0.11,0.39,233.948,921.265,52.979
0.407,-0.031,0.287,287.354,949.158,77.942
0.475,0.013,0.194,315.308,939.758,92.468
0.559,0.019,0.131,312.012,890.93,94.116
0.634,0.023,0.033,282.349,801.575,78.369
0.713,-0.014,-0.059,231.567,691.284,56.091
0.694,-0.102,-0.112,162.781,568.604,32.654
0.793,-0.174,-0.257,88.989,442.688,21.24
0.921,-0.316,-0.292,17.517,331.055,29.48
0.842,-0.357,-0.452,-15.869,226.501,16.602
0.795,-0.184,-0.555,-14.404,143.494,18.25
0.76,-0.158,-0.617,-12.573,99.182,45.227
0.653,-0.13,-0.651,-5.31,72.266,53.406
0.633,-0.047,-0.66,11.23,41.443,42.236
0.617,-0.063,-0.628,23.56,17.273,20.691
0.63,-0.092,-0.582,35.522,-0.916,-5.92
0.691,-0.119,-0.545,42.786,-20.264,-31.067
0.767,-0.178,-0.509,43.884,-37.842,-54.199
0.845,-0.242,-0.448,41.077,-56.946,-72.51
0.938,-0.297,-0.374,35.767,-79.224,-80.261
0.99,-0.362,-0.286,27.466,-106.201,-80.444
1.018,-0.378,-0.192,12.024,-141.052,-74.646
1.04,-0.378,-0.114,-13.855,-187.134,-64.819
1.024,-0.37,-0.055,-44.922,-244.08,-59.448
0.999,-0.349,0.028,-80.2,-306.702,-57.556
0.973,-0.313,0.097,-117.676,-371.46,-57.556
0.938,-0.288,0.151,-157.104,-437.5,-60.425
0.874,-0.305,0.177,-192.81,-500.427,-66.345
0.823,-0.298,0.194,-216.309,-550.659,-74.646
0.78,-0.296,0.218,-224.854,-581.421,-80.933
0.755,-0.311,0.257,-219.666,-591.187,-82.275
0.73,-0.347,0.342,-198.669,-583.74,-75.989
0.641,-0.321,0.395,-170.959,-564.514,-59.509
0.541,-0.277,0.451,-142.944,-544.189,-37.72
0.419,-0.237,0.527,-120.422,-533.203,-19.897
0.285,-0.204,0.602,-108.704,-536.682,-8.484
0.127,-0.195,0.668,-106.201,-557.617,-3.784
-0.092,-0.192,0.773,-111.084,-585.937,-5.188
-0.261,-0.156,0.903,-119.873,-607.971,-17.09
-0.346,-0.087,1.032,-124.268,-617.859,-42.48
-0.368,-0.047,1.11,-117.065,-612.122,-75.012
-0.415,-0.052,1.191,-94.604,-578.735,-103.699
-0.434,-0.037,1.237,-65.125,-508.179,-118.469
-0.401,-0.059,1.254,-37.048,-406.799,-117.737
-0.388,-0.13,1.211,-11.597,-293.457,-104.858
-0.347,-0.187,1.176,6.714,-187.378,-77.881
-0.303,-0.214,1.142,17.212,-107.544,-45.593
-0.325,-0.218,1.103,23.315,-55.359,-17.151
-0.366,-0.211,1.074,24.658,-25.574,4.944
-0.393,-0.181,1.064,20.264,-15.137,19.714
-0.43,-0.167,1.035,14.038,-21.79,25.513
-0.449,-0.151,1.008,5.92,-36.377,26.855
-0.457,-0.138,0.984,-2.869,-51.636,24.597
-0.518,-0.131,1.006,-8.728,-65.063,19.958
-0.578,-0.099,1.059,-12.329,-75.806,12.39
-0.585,-0.077,1.071,-18.066,-77.454,-1.282
-0.569,-0.1,1.055,-29.724,-67.322,-16.602
-0.529,-0.132,1.001,-37.17,-51.819,-25.635
-0.481,-0.127,0.948,-35.461,-36.194,-27.649
-0.454,-0.122,0.908,-26.978,-19.714,-24.475
-0.421,-0.125,0.888,-15.808,-1.526,-16.663
-0.388,-0.135,0.88,-3.601,17.761,-7.202
-0.36,-0.135,0.882,6.897,35.278,1.343
-0.339,-0.136,0.882,15.076,48.401,9.521
-0.339,-0.146,0.881,20.935,56.335,17.029
-0.342,-0.155,0.891,24.719,60.242,23.193
-0.359,-0.158,0.906,26.733,59.753,26.001
-0.37,-0.149,0.937,27.405,55.603,26.306
-0.389,-0.149,0.952,25.33,48.706,23.01
-0.375,-0.136,0.964,18.738,43.762,15.686
-0.363,-0.138,0.961,12.756,37.72,5.676
-0.344,-0.135,0.944,8.118,28.442,-2.441
-0.322,-0.138,0.918,3.906,17.822,-7.324
-0.308,-0.147,0.902,0.366,8.484,-9.766
-0.299,-0.155,0.889,-1.221,1.404,-9.949
-0.297,-0.158,0.878,-0.488,-4.211,-8.667
-0.301,-0.161,0.869,1.587,-7.385,-6.47
-0.304,-0.16,0.867,5.005,-9.155,-4.028
-0.312,-0.159,0.868,9.338,-10.132,-1.953
-0.328,-0.156,0.879,12.939,-10.62,0.305
-0.343,-0.155,0.896,15.259,-10.864,1.77
-0.365,-0.153,0.917,16.602,-11.292,1.831
-0.378,-0.146,0.929,16.785,-11.169,-0.183
-0.381,-0.144,0.941,14.709,-9.277,-3.967
-0.38,-0.146,0.942,11.292,-6.47,-7.385
-0.371,-0.153,0.936,7.385,-4.578,-9.216
-0.361,-0.164,0.928,3.967,-4.211,-9.949
-0.35,-0.171,0.922,1.709,-4.883,-8.972
-0.344,-0.175,0.918,0.122,-5.92,-7.08
-0.341,-0.181,0.91,-0.854,-6.348,-5.005
-0.336,-0.186,0.909,-0.122,-5.493,-3.296
-0.346,-0.188,0.896,1.526,-4.089,-1.465
-0.351,-0.183,0.893,4.639,-2.747,0.427
-0.359,-0.18,0.884,8.362,-1.587,1.343
-0.367,-0.183,0.893,10.925,0.061,1.343
-0.368,-0.174,0.895,13.855,1.587,0.977
-1.272,-0.025,1.402,106.75,-277.1,88.196
-1.258,-0.033,1.417,85.205,-192.505,42.908
-1.155,-0.087,1.347,44.373,-141.418,-5.737
-1.091,-0.173,1.218,6.592,-132.507,-46.082
-1.038,-0.254,1.107,-15.808,-142.273,-71.716
-0.993,-0.302,1.048,-21.667,-147.522,-82.52
-1.005,-0.304,1.022,-15.991,-139.221,-81.482
-1.009,-0.28,1.055,-10.193,-120.178,-66.833
-1.014,-0.25,1.096,-11.536,-100.83,-47.913
-1.057,-0.229,1.119,-20.386,-81.848,-33.081
-1.153,-0.202,1.171,-32.776,-56.152,-25.635
-1.182,-0.128,1.273,-46.265,-19.592,-29.785
-1.165,-0.082,1.332,-60.852,40.1,-47.729
-1.108,-0.13,1.239,-70.313,132.629,-62.195
-1.053,-0.208,1.098,-64.453,249.146,-49.805
-0.901,-0.211,1.013,-40.894,358.887,-14.587
-0.819,-0.177,0.978,-5.371,445.679,20.874
-0.778,-0.113,0.978,29.358,516.602,51.636
-0.71,-0.072,1.009,55.664,569.031,75.928
-0.589,-0.066,1.027,71.655,602.783,77.026
-0.499,-0.121,0.991,80.2,629.761,59.57
-0.35,-0.194,0.998,86.853,647.461,42.114
-0.127,-0.249,1.015,85.144,647.766,24.902
0.069,-0.282,1.016,78.369,634.949,10.864
0.165,-0.31,0.919,79.529,626.892,16.174
0.232,-0.304,0.824,100.525,635.681,41.26
0.264,-0.234,0.737,138.55,660.339,70.251
0.309,-0.148,0.654,179.321,690.43,92.468
0.32,-0.124,0.534,214.478,719.36,105.286
0.37,-0.087,0.391,242.187,740.601,111.755
0.504,-0.053,0.308,250.671,737.244,102.356
0.513,-0.041,0.182,239.99,685.059,75.012
0.677,-0.071,0.115,205.994,600.891,46.875
0.711,-0.142,-0.002,165.039,486.755,13.794
0.817,-0.168,-0.122,129.395,376.282,-3.052
0.842,-0.221,-0.18,100.769,296.875,-3.235
0.85,-0.272,-0.197,76.05,251.16,6.653
0.807,-0.338,-0.226,65.125,230.286,20.508
0.8,-0.331,-0.26,65.369,214.355,28.076
0.785,-0.278,-0.301,67.566,183.716,25.635
0.791,-0.233,-0.335,61.401,136.047,17.395
0.812,-0.232,-0.336,42.48,75.195,5.92
0.832,-0.259,-0.328,17.7,8.179,-6.47
0.863,-0.278,-0.32,-8.484,-58.044,-18.982
0.891,-0.305,-0.306,-34.729,-121.399,-30.823
0.901,-0.329,-0.282,-57.434,-177.002,-41.504
0.915,-0.346,-0.24,-74.951,-223.022,-47.974
0.92,-0.348,-0.186,-90.515,-265.625,-51.086
0.919,-0.352,-0.121,-105.347,-313.904,-53.284
0.911,-0.338,-0.041,-122.253,-372.437,-55.664
0.891,-0.298,0.069,-146.79,-442.322,-59.021
0.831,-0.28,0.167,-179.687,-523.682,-63.293
0.789,-0.321,0.259,-210.815,-603.943,-68.787
0.752,-0.366,0.319,-233.276,-665.833,-69.58
0.677,-0.375,0.35,-242.432,-698.059,-59.143
0.532,-0.366,0.384,-231.567,-696.411,-41.443
0.388,-0.351,0.461,-210.083,-675.903,-23.254
0.218,-0.324,0.549,-188.538,-654.297,-11.963
0.076,-0.256,0.635,-171.631,-642.761,-7.629
-0.109,-0.182,0.694,-159.973,-644.287,-12.268
-0.256,-0.076,0.788,-155.09,-651.062,-23.621
-0.352,0.037,0.861,-141.663,-665.771,-40.1
-0.516,0.09,0.954,-115.173,-669.739,-57.19
-0.713,0.113,1.062,-88.501,-631.775,-71.899
-0.763,0.129,1.161,-66.956,-545.837,-82.947
-0.737,0.093,1.199,-46.936,-433.105,-89.539
-0.703,0.037,1.164,-24.353,-313.843,-84.778
-0.656,-0.01,1.116,-0.488,-199.402,-65.002
-0.617,-0.093,1.065,20.996,-102.844,-34.424
-0.573,-0.164,1.061,33.691,-33.63,0.488
-0.495,-0.19,1.057,34.79,-6.226,30.457
-0.489,-0.193,1.027,25.696,-14.832,43.762
-0.525,-0.175,0.994,11.841,-42.297,45.166
-0.565,-0.156,0.958,-2.625,-73.303,42.297
-0.631,-0.133,0.956,-12.085,-98.083,38.879
-0.709,-0.107,1.01,-17.029,-112.671,34.729
-0.771,-0.083,1.032,-19.531,-116.089,25.33
-0.773,-0.054,1.023,-23.621,-101.929,10.681
-0.751,-0.039,1.006,-29.785,-71.106,-5.066
-0.709,-0.041,0.952,-33.997,-33.447,-17.09
-0.651,-0.044,0.889,-33.447,3.052,-21.24
-0.594,-0.057,0.834,-25.757,34.058,-16.846
-0.53,-0.079,0.791,-13.672,63.354,-6.409
-0.476,-0.097,0.774,0.427,89.539,6.592
-0.45,-0.103,0.789,14.771,107.239,17.761
-0.432,-0.11,0.809,25.94,115.234,26.733
-0.431,-0.124,0.834,33.936,114.075,31.982
-0.434,-0.136,0.864,38.452,104.37,32.41
-0.435,-0.143,0.909,36.56,87.219,28.748
-0.443,-0.148,0.96,31.067,67.505,20.996
-0.425,-0.135,0.984,24.475,48.645,7.812
-0.402,-0.122,0.971,17.151,33.508,-6.897
-0.363,-0.129,0.946,8.179,23.132,-15.991
-0.346,-0.142,0.904,1.709,15.625,-19.043
-0.328,-0.136,0.874,-0.793,14.526,-18.311
-0.321,-0.117,0.849,1.099,17.761,-15.259
-0.332,-0.109,0.83,5.676,18.921,-10.742
-0.336,-0.109,0.82,8.423,18.066,-5.31
-0.348,-0.128,0.819,10.01,15.991,0.305
-0.362,-0.129,0.825,12.207,13.306,4.028
-0.38,-0.127,0.836,15.747,9.705,5.249
-0.385,-0.128,0.852,18.066,5.859,5.493
-0.391,-0.129,0.878,19.043,2.563,4.761
-0.392,-0.114,0.9,18.066,-0.61,2.808
-0.389,-0.113,0.914,13.916,-2.563,0.427
-0.387,-0.126,0.927,7.446,-4.15,-1.282
-0.39,-0.129,0.934,0.305,-6.47,-2.136
-0.384,-0.132,0.93,-6.714,-8.362,-1.77
-0.38,-0.13,0.923,-13.672,-9.155,-0.183
-0.383,-0.127,0.903,-18.188,-9.521,1.404
-0.389,-0.124,0.887,-20.508,-8.789,3.845
-0.394,-0.119,0.874,-21.057,-7.263,6.775
-0.402,-0.122,0.857,-18.677,-5.798,8.545
-0.404,-0.121,0.848,-12.817,-4.272,7.812
-0.406,-0.111,0.849,-6.653,-2.136,5.432
-0.4,-0.107,0.855,-1.709,-0.244,3.784
-0.399,-0.12,0.862,1.587,0.488,3.174
-0.396,-0.132,0.869,5.127,0.305,2.075
-0.391,-0.141,0.89,8.545,0.244,0.122
-0.92,0.24,1.532,-96.375,-695.068,-113.403
-0.765,0.192,1.429,-74.341,-517.761,-156.921
-0.597,0.06,1.306,-48.157,-334.778,-142.395
-0.534,-0.058,1.216,-4.822,-179.749,-83.74
-0.538,-0.072,1.253,38.635,-59.448,-15.625
-0.573,-0.045,1.318,60.425,13.184,32.837
-0.607,-0.03,1.332,57.129,34.302,49.316
-0.641,-0.005,1.336,36.743,11.841,40.405
-0.646,0.018,1.341,3.845,-34.546,20.508
-0.63,0.01,1.333,-34.302,-79.773,-2.136
-0.629,0.02,1.336,-64.758,-106.812,-21.667
-0.643,0.041,1.41,-80.688,-104.004,-34.119
-0.655,0.033,1.428,-81.055,-61.89,-40.344
-0.67,-0.026,1.452,-63.904,30.09,-35.828
-0.661,-0.075,1.394,-36.865,164.246,-18.738
-0.594,-0.102,1.281,-7.446,312.378,4.761
-0.525,-0.081,1.169,22.705,437.927,30.701
-0.425,-0.022,1.116,50.415,514.587,55.481
-0.354,0.016,1.085,68.604,540.222,70.679
-0.271,0.051,1.102,69.519,531.799,71.228
-0.136,0.075,1.087,55.42,505.066,52.246
-0.051,0.054,1.01,45.654,483.826,29.419
0.06,0.014,0.942,53.528,492.493,18.738
0.147,-0.032,0.885,80.872,528.87,18.311
0.263,-0.039,0.836,121.643,581.238,26.245
0.344,-0.037,0.821,158.508,640.686,42.358
0.369,-0.026,0.805,177.917,690.308,60.547
0.423,-0.016,0.698,179.749,709.534,68.848
0.449,0.027,0.539,176.88,692.078,62.317
0.531,0.078,0.373,170.044,647.4,49.438
0.634,0.035,0.256,154.053,590.698,33.081
0.686,-0.031,0.151,134.033,529.846,16.174
0.828,-0.065,0.08,113.037,473.145,6.897
0.846,-0.126,-0.017,97.107,429.443,2.075
0.821,-0.215,0.006,95.032,406.189,-3.052
0.76,-0.197,-0.095,113.037,380.249,-12.451
0.716,-0.144,-0.205,126.282,376.953,-1.221
0.78,-0.131,-0.291,119.202,381.653,23.621
0.784,-0.105,-0.396,101.563,347.046,30.701
0.831,-0.089,-0.429,78.003,281.067,20.813
0.857,-0.113,-0.42,49.5,195.862,5.676
0.877,-0.15,-0.406,21.606,106.689,-4.639
0.898,-0.188,-0.376,-3.906,35.034,-9.216
0.885,-0.219,-0.367,-22.827,-18.066,-11.658
0.867,-0.227,-0.359,-31.982,-53.711,-13.123
0.876,-0.239,-0.328,-35.4,-69.092,-14.465
0.886,-0.229,-0.317,-33.63,-77.087,-16.663
0.871,-0.206,-0.298,-30.945,-83.496,-18.677
0.899,-0.22,-0.292,-31.433,-89.905,-16.663
0.902,-0.242,-0.293,-40.833,-98.511,-19.531
0.921,-0.245,-0.299,-51.453,-116.821,-26.367
0.953,-0.233,-0.315,-58.289,-145.264,-31.372
0.967,-0.236,-0.328,-64.27,-180.786,-33.02
0.994,-0.25,-0.325,-68.237,-219.055,-33.447
1.013,-0.241,-0.291,-75.684,-263,-35.034
1.02,-0.214,-0.225,-90.332,-320.984,-39.307
0.995,-0.189,-0.157,-110.535,-392.517,-45.227
0.93,-0.155,-0.084,-135.803,-470.337,-51.758
0.845,-0.145,-0.003,-160.4,-544.678,-57.861
0.743,-0.146,0.066,-174.255,-604.98,-62.134
0.65,-0.167,0.121,-176.941,-639.099,-64.636
0.602,-0.232,0.209,-161.255,-645.752,-64.636
0.539,-0.263,0.292,-125,-633.972,-58.35
0.445,-0.252,0.381,-86.304,-604.797,-46.143
0.377,-0.248,0.481,-55.359,-568.237,-34.607
0.256,-0.278,0.562,-33.691,-544.006,-28.32
0.158,-0.31,0.66,-23.071,-539.246,-26.978
0.037,-0.305,0.762,-25.146,-557.129,-31.494
-0.112,-0.219,0.803,-33.691,-599.609,-38.33
-0.244,-0.147,0.816,-43.335,-651.733,-45.227
-0.355,-0.084,0.865,-46.326,-687.683,-53.589
-0.585,-0.029,1.093,-29.053,-682.861,-68.115
-0.799,0.097,1.335,-1.221,-615.54,-94.849
-0.774,0.14,1.446,17.151,-483.887,-128.052
-0.587,0.039,1.381,18.25,-317.871,-148.499
-0.401,-0.169,1.227,14.771,-167.786,-136.963
-0.275,-0.303,1.088,21.851,-68.726,-97.656
-0.249,-0.348,1.024,36.499,-12.512,-46.143
-0.277,-0.356,1.016,47.546,12.146,-0.244
-0.348,-0.324,1.031,50.11,13.916,30.151
-0.429,-0.276,1.053,41.87,0.427,42.664
-0.508,-0.234,1.08,26.123,-21.362,40.649
-0.555,-0.204,1.084,8.606,-45.532,29.602
-0.572,-0.195,1.078,-7.263,-66.589,14.404
-0.578,-0.197,1.064,-19.043,-82.703,0.122
-0.574,-0.203,1.039,-25.33,-91.98,-12.207
-0.57,-0.196,1.031,-28.015,-91.248,-23.071
-0.557,-0.183,1.005,-28.381,-79.468,-29.114
-0.533,-0.191,0.982,-28.259,-58.838,-28.748
-0.519,-0.205,0.958,-25.452,-35.156,-23.01
-0.5,-0.207,0.937,-19.226,-10.925,-12.512
-0.483,-0.213,0.928,-11.536,12.146,-1.099
-0.457,-0.219,0.922,-1.892,32.41,10.254
-0.426,-0.218,0.925,7.324,48.34,20.02
-0.418,-0.216,0.93,13.489,59.631,28.015
-0.421,-0.212,0.937,17.029,66.833,33.569
-0.426,-0.205,0.944,18.982,69.275,36.682
-0.43,-0.198,0.938,16.418,67.871,34.729
-0.417,-0.196,0.935,11.475,64.148,29.419
-0.411,-0.188,0.936,7.141,53.955,21.729
-0.401,-0.185,0.935,1.343,39.795,13.306
-0.392,-0.186,0.927,-4.15,25.513,4.761
-0.38,-0.184,0.91,-9.094,13.367,-2.747
-0.367,-0.18,0.886,-12.085,4.211,-7.812
-0.364,-0.182,0.864,-12.451,-1.099,-10.071
-0.349,-0.177,0.85,-10.193,-2.441,-9.827
-0.345,-0.174,0.837,-4.944,-0.427,-8.911
-0.349,-0.169,0.824,1.16,2.747,-7.141
-0.35,-0.162,0.823,6.531,5.432,-4.761
-0.357,-0.167,0.826,10.681,6.653,-2.38
-0.358,-0.172,0.835,13.062,6.897,0.488
-0.362,-0.182,0.845,14.648,6.409,2.502
-0.365,-0.189,0.864,15.015,4.883,3.296
-0.368,-0.193,0.88,14.404,1.953,3.052
-0.374,-0.193,0.902,11.719,-0.977,2.38
-0.38,-0.193,0.92,7.202,-3.601,0.61
-0.375,-0.196,0.923,2.014,-4.761,-1.77
-0.368,-0.199,0.911,-2.686,-4.761,-3.54
-0.357,-0.201,0.899,-5.92,-4.639,-4.211
-0.992,0.111,1.418,174.194,-125.183,62.439
-0.841,-0.016,1.398,162.231,31.86,32.104
-0.714,-0.161,1.288,137.207,125.305,18.066
-0.622,-0.25,1.172,109.985,156.006,18.799
-0.583,-0.297,1.082,85.205,140.442,21.423
-0.568,-0.304,1.039,58.838,96.375,18.25
-0.55,-0.287,1.012,32.166,37.292,9.216
-0.567,-0.267,1.004,8.911,-24.048,-3.784
-0.559,-0.251,1.002,-5.676,-74.89,-16.541
-0.563,-0.252,1,-9.949,-108.826,-28.442
-0.557,-0.234,1.006,-8.85,-122.559,-34.668
-0.54,-0.227,1.037,-6.226,-119.629,-34.851
-0.542,-0.265,1.064,-4.272,-102.844,-33.63
-0.517,-0.258,1.06,1.465,-74.585,-32.41
-0.503,-0.241,1.036,6.958,-38.574,-30.701
-0.478,-0.243,0.991,6.165,0.366,-23.193
-0.444,-0.236,0.944,3.357,35.95,-10.681
-0.414,-0.237,0.918,3.906,64.026,0.183
-0.387,-0.252,0.893,7.202,83.862,10.864
-0.367,-0.25,0.871,12.817,95.764,20.813
-0.36,-0.249,0.863,18.25,100.891,27.771
-0.352,-0.249,0.862,23.315,98.816,31.189
-0.349,-0.245,0.863,26.367,91.309,30.762
-0.334,-0.245,0.881,28.015,80.261,27.161
-0.332,-0.257,0.893,29.724,65.125,21.118
-0.322,-0.256,0.905,28.625,51.208,14.038
-0.312,-0.249,0.922,25.146,40.833,4.883
-0.301,-0.24,0.939,21.79,31.982,-4.517
-0.295,-0.255,0.944,17.822,23.193,-10.681
-0.287,-0.257,0.943,12.329,14.343,-12.756
-0.29,-0.257,0.928,7.507,6.348,-12.939
-0.309,-0.259,0.899,3.906,1.892,-13.184
-0.333,-0.248,0.87,3.54,0.305,-12.939
-0.349,-0.22,0.85,4.944,-0.61,-10.986
-0.361,-0.211,0.849,4.578,-1.221,-8.057
-0.37,-0.21,0.855,2.502,-2.625,-4.089
-0.373,-0.223,0.861,0.122,-5.066,-0.977
-0.373,-0.228,0.873,-2.319,-7.69,-0.183
-0.371,-0.227,0.887,-3.601,-10.071,-1.038
-0.365,-0.23,0.9,-5.371,-12.085,-0.854
-0.36,-0.233,0.905,-7.08,-13.489,0.977
-0.355,-0.231,0.912,-8.301,-14.16,4.089
-0.358,-0.233,0.929,-10.437,-12.756,6.714
-0.362,-0.223,0.935,-11.658,-9.888,9.094
-0.37,-0.214,0.933,-13.123,-5.371,10.01
-0.377,-0.211,0.921,-14.648,-0.305,10.132
-0.385,-0.214,0.903,-15.747,3.418,9.827
-0.389,-0.211,0.887,-15.015,5.615,8.545
-0.392,-0.208,0.875,-13.306,6.042,6.47
-0.393,-0.208,0.865,-11.108,4.639,4.15
-0.39,-0.203,0.861,-8.423,1.77,1.831
-0.383,-0.205,0.86,-5.493,-1.526,-0.183
-0.382,-0.206,0.867,-2.258,-4.028,-2.014
-0.372,-0.205,0.872,0.732,-4.15,-3.235
-0.36,-0.208,0.877,3.235,-2.319,-3.662
-0.356,-0.225,0.888,5.615,0.427,-3.601
-0.359,-0.228,0.907,8.545,2.93,-2.686
-0.36,-0.215,0.911,11.169,6.104,-1.343
-0.361,-0.214,0.911,10.925,9.583,-1.038
-0.364,-0.216,0.903,9.033,11.841,-0.977
-0.36,-0.225,0.896,7.874,12.329,-0.549
-0.36,-0.231,0.897,7.996,11.78,0.061
-0.358,-0.231,0.895,7.996,10.437,0.366
-0.358,-0.23,0.897,7.629,8.423,0.244
-0.356,-0.23,0.899,6.104,6.348,-0.061
-0.354,-0.23,0.899,4.517,4.395,0.061
-0.353,-0.231,0.9,3.357,2.38,0
-0.349,-0.236,0.902,2.93,1.404,0.183
