aX,aY,aZ,gX,gY,gZ
-0.347,-0.233,0.897,3.113,1.404,0.366
-0.344,-0.231,0.894,3.418,2.197,0.732
-0.342,-0.236,0.891,2.686,2.38,1.221
-0.342,-0.243,0.889,2.136,1.404,1.465
-0.337,-0.251,0.892,2.258,-0.183,2.075
-0.324,-0.254,0.902,2.319,-2.136,3.235
-0.315,-0.261,0.908,1.465,-4.272,4.944
-0.322,-0.27,0.919,1.648,-5.615,7.874
-0.341,-0.265,0.921,3.723,-5.493,10.132
-0.358,-0.248,0.926,5.249,-3.784,10.376
-0.367,-0.24,0.927,4.761,-1.343,8.789
-0.379,-0.244,0.923,3.235,0.61,6.958
-0.385,-0.242,0.919,1.465,0.732,5.066
-0.389,-0.234,0.917,0.732,-0.488,3.296
-0.391,-0.233,0.91,-0.488,-2.869,2.014
-0.389,-0.234,0.916,-2.319,-4.333,0.977
-0.385,-0.235,0.913,-4.089,-4.333,-0.122
-0.381,-0.235,0.911,-4.333,-3.479,-0.671
-0.376,-0.236,0.909,-4.028,-1.465,-0.916
-0.368,-0.23,0.9,-2.625,1.648,-1.282
-0.365,-0.225,0.902,-1.709,5.188,-1.648
-0.364,-0.233,0.901,-0.854,8.118,-2.258
-0.357,-0.233,0.892,0,10.803,-2.686
-0.356,-0.237,0.891,1.404,12.573,-3.296
-0.357,-0.238,0.885,2.258,12.451,-3.784
-0.356,-0.241,0.887,2.625,10.925,-3.601
-0.356,-0.24,0.886,3.052,8.911,-3.601
-0.353,-0.238,0.888,3.235,6.531,-3.723
-0.352,-0.239,0.889,3.418,4.456,-3.723
-0.351,-0.24,0.894,4.272,2.563,-3.54
-0.349,-0.237,0.893,5.432,1.221,-3.357
-0.349,-0.236,0.897,6.104,0.671,-3.113
-0.351,-0.239,0.903,6.104,0.671,-2.747
-0.353,-0.237,0.904,5.798,0.916,-2.38
-0.353,-0.237,0.906,5.066,1.343,-2.502
-0.35,-0.243,0.904,3.601,1.648,-2.625
-0.345,-0.247,0.901,1.709,1.404,-2.747
-0.339,-0.246,0.899,0.122,0.854,-2.625
-0.334,-0.252,0.892,-1.343,-0.183,-2.258
-0.332,-0.256,0.889,-2.502,-1.221,-1.465
-0.33,-0.252,0.887,-2.625,-1.892,-0.61
-0.33,-0.249,0.892,-2.625,-1.953,0.122
-0.334,-0.247,0.896,-2.38,-1.831,1.038
-0.344,-0.241,0.9,-1.648,-1.709,2.136
-0.35,-0.245,0.904,-1.343,-1.526,3.174
-0.361,-0.255,0.91,-1.282,0.061,1.77
-0.364,-0.249,0.906,0.488,1.953,-0.671
-0.363,-0.241,0.901,2.075,2.93,-2.502
-0.359,-0.245,0.898,2.319,3.174,-3.174
-0.351,-0.246,0.903,2.869,3.296,-3.174
-0.346,-0.241,0.91,3.174,2.747,-2.502
-0.247,-0.696,1.812,37.781,469.177,228.455
-0.149,-0.738,1.634,-6.714,492.432,222.046
0.001,-0.768,1.405,-27.771,537.048,220.337
0.122,-0.734,1.23,-16.724,603.333,236.755
0.137,-0.684,1.108,17.944,704.041,272.705
0.102,-0.693,0.975,67.2,830.627,320.496
0.073,-0.624,0.812,130.066,942.2,361.084
0.046,-0.402,0.695,179.626,1003.723,382.324
0.045,-0.219,0.602,181.519,1001.465,377.625
0.114,-0.044,0.47,135.742,921.814,342.346
0.136,-0.005,0.239,54.443,771.301,279.724
0.273,-0.008,-0.095,-44.556,588.928,207.031
0.416,0.023,-0.468,-128.54,408.142,130.615
0.574,0.06,-0.704,-168.518,275.269,69.214
0.668,0.155,-0.848,-152.161,190.552,25.391
0.733,0.248,-0.893,-103.821,147.583,8.484
0.765,0.255,-0.86,-48.34,131.104,15.015
0.731,0.194,-0.754,0.061,103.76,22.4
0.681,0.112,-0.624,28.198,60.974,14.587
0.655,0.021,-0.502,32.288,12.207,-2.991
0.652,-0.051,-0.435,15.381,-49.5,-25.33
0.682,-0.067,-0.42,-12.451,-119.507,-48.218
0.703,-0.075,-0.425,-45.898,-180.725,-67.2
0.732,-0.093,-0.427,-78.735,-230.713,-82.336
0.758,-0.106,-0.419,-109.802,-283.142,-98.694
0.771,-0.104,-0.441,-132.385,-348.083,-116.882
0.813,-0.01,-0.424,-147.4,-428.467,-136.597
0.801,0.047,-0.378,-165.527,-524.292,-160.034
0.738,0.035,-0.253,-193.97,-635.803,-184.875
0.615,-0.001,-0.102,-222.29,-760.254,-211.426
0.528,-0.113,0.035,-239.929,-867.615,-231.812
0.554,-0.35,0.203,-235.657,-924.622,-231.323
0.513,-0.533,0.343,-207.947,-927.124,-195.862
0.43,-0.543,0.443,-177.246,-888.794,-134.155
0.207,-0.512,0.473,-149.353,-839.172,-72.144
-0.098,-0.46,0.578,-123.535,-791.199,-27.161
-0.433,-0.331,0.803,-96.497,-749.817,-10.986
-0.626,-0.125,1.017,-75.745,-716.858,-30.151
-0.7,0.027,1.131,-60.669,-684.204,-64.697
-0.806,0.031,1.244,-51.636,-625,-88.257
-0.935,0.002,1.335,-39.001,-534.241,-89.722
-0.958,0.005,1.419,-27.222,-427.063,-83.13
-0.924,0.007,1.421,-21.851,-322.327,-78.186
-0.891,0,1.352,-19.958,-228.394,-69.397
-0.839,-0.021,1.268,-18.311,-148.254,-52.49
-0.818,-0.051,1.221,-15.991,-82.703,-33.936
-0.785,-0.085,1.215,-13.794,-31.067,-19.348
-0.809,-0.107,1.247,-10.254,12.573,-12.024
-0.775,-0.11,1.348,-11.597,58.167,-8.362
-0.733,-0.147,1.448,-21.545,113.159,-7.202
-0.703,-0.243,1.475,-34.79,184.265,-4.028
-0.661,-0.31,1.433,-41.809,266.663,6.165
-0.605,-0.299,1.382,-42.236,336.365,25.33
-0.591,-0.273,1.349,-43.335,380.554,48.157
-0.531,-0.263,1.306,-50.354,402.771,66.528
-0.435,-0.239,1.243,-58.228,410.278,73.608
-0.44,-0.204,1.172,-57.556,424.683,73.792
-0.332,-0.16,1.117,-52.795,450.378,70.496
-0.188,-0.107,1.065,-39.551,480.103,60.791
-0.154,-0.1,1.074,-17.517,528.503,55.603
-0.118,-0.14,1.034,5.127,614.868,62.683
-0.1,-0.114,0.885,38.513,714.294,75.378
-0.064,-0.005,0.738,80.017,794.067,86.06
0.056,0.106,0.603,109.07,829.773,82.703
0.177,0.168,0.457,121.033,815.063,62.439
0.271,0.149,0.344,122.253,770.386,32.471
0.415,0.086,0.247,105.896,715.027,1.465
0.531,0.015,0.075,87.708,638.367,-27.771
0.711,-0.028,-0.097,73.242,551.392,-47.18
0.736,-0.107,-0.248,65.491,480.469,-51.086
0.754,-0.136,-0.349,72.021,439.209,-43.091
0.824,-0.244,-0.316,82.581,438.232,-21.301
0.778,-0.257,-0.353,93.14,429.932,-21.423
0.748,-0.162,-0.452,98.999,386.841,-20.02
0.829,-0.141,-0.546,85.571,331.482,-4.822
0.775,-0.164,-0.629,71.594,259.033,2.625
0.77,-0.158,-0.657,62.5,191.711,2.38
0.765,-0.158,-0.675,55.969,136.902,-2.502
0.771,-0.143,-0.695,55.237,86.121,-13.794
0.804,-0.138,-0.697,54.199,39.001,-27.588
0.848,-0.157,-0.661,50.598,-4.333,-41.565
0.878,-0.176,-0.602,41.077,-48.767,-55.42
0.901,-0.209,-0.535,26.855,-99.487,-69.092
0.912,-0.225,-0.49,16.785,-153.687,-80.933
0.928,-0.242,-0.446,11.902,-204.163,-89.233
0.947,-0.264,-0.386,5.981,-247.864,-92.712
0.952,-0.292,-0.316,-1.16,-289.246,-93.75
0.951,-0.318,-0.23,-9.46,-329.468,-94.91
0.944,-0.343,-0.141,-21.301,-370.667,-94.91
0.942,-0.361,-0.036,-39.49,-417.969,-93.14
0.897,-0.387,0.076,-63.538,-475.281,-88.806
0.845,-0.371,0.182,-92.163,-539.185,-84.534
0.768,-0.33,0.24,-122.925,-606.262,-80.627
0.667,-0.321,0.258,-147.217,-662.415,-76.111
0.564,-0.348,0.286,-156.372,-691.345,-70.618
0.497,-0.399,0.292,-136.597,-689.209,-64.88
0.432,-0.408,0.375,-100.037,-661.133,-60.486
0.328,-0.349,0.452,-63.293,-622.681,-51.514
0.229,-0.323,0.535,-37.903,-583.618,-37.781
0.088,-0.341,0.641,-22.949,-552.002,-31.921
-0.226,-0.346,0.87,-18.311,-537.048,-35.95
-0.458,-0.278,1.143,-19.958,-539.612,-59.082
-0.624,-0.153,1.336,-34.119,-547.058,-108.521
-0.625,-0.023,1.443,-65.674,-542.969,-165.283
-0.516,0.009,1.43,-102.173,-526.062,-203.247
-0.451,-0.08,1.33,-122.131,-498.474,-214.539
-0.395,-0.184,1.231,-121.399,-452.209,-203.369
-0.33,-0.227,1.156,-101.563,-388.916,-177.063
-0.307,-0.24,1.115,-70.74,-314.697,-139.282
-0.298,-0.266,1.082,-39.978,-227.6,-90.332
-0.295,-0.275,1.047,-11.047,-137.634,-38.086
-0.318,-0.281,1.021,15.32,-53.345,8.24
-0.389,-0.283,1.008,34.485,17.639,48.157
-0.479,-0.265,1.041,45.166,69.946,79.468
-0.569,-0.241,1.079,47.607,100.769,96.252
-0.62,-0.229,1.096,40.71,113.281,94.177
-0.622,-0.215,1.081,26.245,111.572,78.552
-0.589,-0.211,1.044,8.118,96.558,55.786
-0.545,-0.211,0.988,-8.789,70.618,30.884
