aX,aY,aZ,gX,gY,gZ
-0.768,-0.365,1.283,-61.768,93.018,-223.938
-0.73,-0.367,1.14,-80.078,107.361,-276.978
-0.74,-0.369,0.982,-95.032,122.62,-325.989
-0.721,-0.371,0.877,-102.112,128.906,-367.371
-0.683,-0.387,0.726,-98.694,131.653,-413.94
-0.601,-0.394,0.615,-87.402,138.245,-459.595
-0.448,-0.556,0.625,-82.581,141.357,-487.488
-0.264,-0.72,0.708,-84.656,130.798,-499.756
-0.11,-0.821,0.756,-92.407,115.845,-497.742
-0.047,-0.92,0.781,-101.44,109.924,-478.21
-0.017,-1.014,0.713,-100.037,115.723,-450.5
0.061,-1.062,0.645,-83.74,125.854,-424.438
0.203,-1.035,0.587,-62.622,139.709,-397.949
0.337,-1.013,0.473,-41.87,147.705,-366.516
0.437,-0.989,0.453,-20.264,135.193,-332.031
0.568,-0.969,0.503,-2.197,96.863,-296.509
0.547,-0.923,0.599,9.216,41.016,-258.667
0.519,-0.933,0.679,19.348,-3.845,-212.158
0.568,-1.019,0.774,29.602,-26.123,-158.691
0.644,-1.105,0.867,43.884,-32.41,-101.99
0.701,-1.124,0.931,58.228,-30.457,-42.175
0.693,-1.116,0.941,63.721,-26.367,21.362
0.569,-1.073,0.89,61.096,-25.94,88.318
0.461,-1.031,0.834,59.265,-30.762,150.146
0.391,-0.978,0.798,58.96,-34.607,202.881
0.317,-0.915,0.717,61.646,-38.391,243.042
0.253,-0.839,0.649,67.871,-48.584,273.437
0.212,-0.797,0.624,75.378,-69.519,297.119
0.168,-0.755,0.615,77.576,-99.426,316.65
0.128,-0.749,0.62,70.435,-134.094,335.51
0.098,-0.829,0.637,57.251,-169.373,355.042
0.072,-0.922,0.633,49.5,-205.811,376.038
-0.008,-0.942,0.63,44.495,-240.662,395.996
-0.162,-0.906,0.644,38.086,-267.212,414.795
-0.321,-0.855,0.676,34.851,-269.226,431.519
-0.495,-0.837,0.744,47.485,-233.765,439.27
-0.599,-0.767,0.845,76.904,-164.185,438.843
-0.594,-0.678,0.979,103.76,-84.595,434.143
-0.579,-0.583,1.068,115.845,-26.428,419.312
-0.566,-0.52,1.116,106.75,-1.709,388.916
-0.577,-0.476,1.127,80.872,-3.54,343.872
-0.609,-0.427,1.099,48.035,-19.775,287.659
-0.612,-0.407,1.057,14.587,-40.039,229.858
-0.546,-0.454,1.031,-14.282,-62.988,174.805
-0.501,-0.451,1.041,-39.063,-87.646,125.854
-0.483,-0.43,1.037,-55.237,-106.812,85.51
-0.444,-0.446,1.014,-59.204,-108.887,55.786
-0.392,-0.446,0.981,-47.485,-92.957,32.532
-0.327,-0.439,0.94,-29.968,-67.261,16.602
-0.249,-0.417,0.905,-14.282,-43.335,5.432
-0.208,-0.407,0.918,-6.165,-28.381,-4.089
-0.194,-0.42,0.907,-4.578,-21.057,-8.301
-0.173,-0.44,0.908,-7.629,-15.747,-7.996
-0.176,-0.452,0.892,-11.597,-11.658,-10.01
-0.176,-0.46,0.892,-13.55,-9.644,-15.259
-0.17,-0.455,0.891,-15.869,-10.742,-21.484
-0.149,-0.461,0.878,-20.325,-12.634,-26.428
-0.118,-0.468,0.862,-24.719,-14.038,-28.809
-0.092,-0.473,0.857,-25.024,-13.977,-31.128
-0.072,-0.476,0.854,-21.545,-10.315,-33.203
-0.027,-0.499,0.844,-14.709,-4.15,-34.241
0.034,-0.526,0.843,-7.324,2.747,-33.813
0.08,-0.549,0.842,-2.258,6.775,-29.663
0.111,-0.57,0.847,0.427,7.69,-21.057
0.114,-0.571,0.862,1.77,7.568,-10.681
0.095,-0.561,0.874,1.465,7.08,-1.77
0.08,-0.553,0.89,-0.244,7.629,4.761
0.061,-0.536,0.898,-3.784,6.897,8.423
0.039,-0.521,0.9,-8.24,4.639,8.606
0.024,-0.512,0.893,-12.451,3.235,6.714
0.018,-0.499,0.876,-13.977,2.38,3.967
0.015,-0.482,0.863,-12.756,1.709,1.221
0.011,-0.477,0.858,-11.108,1.465,-0.793
0.014,-0.475,0.859,-9.216,1.465,-1.831
0.017,-0.471,0.867,-6.104,0.977,-2.075
0.031,-0.496,0.864,-4.456,0.854,-1.16
0.039,-0.507,0.866,-2.563,1.16,-1.099
0.04,-0.501,0.876,-0.488,0.305,-0.977
0.035,-0.496,0.88,0.671,-1.038,0.732
0.023,-0.485,0.884,1.709,-1.77,2.319
0.006,-0.469,0.887,2.563,-1.465,2.869
-0.005,-0.463,0.891,2.319,-0.122,2.869
-0.011,-0.46,0.882,2.258,1.648,2.319
0.765,-0.974,1.188,30.945,142.151,-410.95
0.675,-0.972,1.245,-1.953,89.355,-349.304
0.583,-0.976,1.196,-43.518,54.138,-281.677
0.474,-0.91,1.076,-65.796,41.26,-223.083
0.368,-0.78,0.946,-66.589,43.945,-176.27
0.265,-0.659,0.8,-57.8,46.875,-135.254
0.179,-0.594,0.679,-48.096,43.396,-99.06
0.115,-0.562,0.587,-35.828,33.752,-71.655
0.087,-0.562,0.544,-21.179,22.4,-51.514
0.105,-0.597,0.514,-6.775,11.475,-33.875
0.174,-0.69,0.515,8.911,-0.122,-15.625
0.255,-0.762,0.546,26.062,-13.855,7.69
0.329,-0.835,0.586,43.518,-27.466,38.879
0.507,-0.958,0.675,60.242,-36.133,78.186
0.639,-1.009,0.759,73.547,-43.884,124.817
0.659,-1.001,0.749,83.984,-52.917,180.908
0.59,-0.959,0.699,95.703,-59.57,241.455
0.484,-0.897,0.622,110.962,-63.721,297.119
0.341,-0.832,0.533,130.798,-69.092,341.309
0.2,-0.777,0.477,151.733,-73.853,370.972
0.132,-0.76,0.505,171.814,-79.285,388.672
0.118,-0.822,0.576,184.204,-98.389,393.677
0.177,-0.9,0.692,176.819,-128.174,395.386
0.162,-0.922,0.799,146.851,-166.87,403.87
0.084,-0.947,0.831,103.21,-209.656,421.265
-0.059,-0.945,0.867,56.824,-251.953,446.716
-0.268,-0.964,0.885,18.555,-282.837,469.666
-0.476,-0.946,0.865,12.146,-280.701,475.464
-0.661,-0.841,0.875,31.677,-233.582,458.496
-0.791,-0.686,0.928,63.293,-158.325,427.917
-0.781,-0.557,0.98,91.675,-84.534,399.048
-0.762,-0.488,1.043,102.783,-36.133,369.08
-0.738,-0.421,1.073,96.619,-22.156,334.778
-0.697,-0.426,1.089,73.425,-30.579,299.622
-0.672,-0.428,1.113,42.236,-51.27,259.399
-0.682,-0.431,1.126,17.029,-74.707,215.027
-0.684,-0.427,1.134,-0.61,-88.318,171.265
-0.684,-0.395,1.153,-13.184,-89.966,131.226
-0.682,-0.353,1.151,-23.254,-83.862,97.534
-0.686,-0.336,1.124,-31.128,-70.923,67.566
-0.68,-0.321,1.092,-34.119,-53.833,37.17
-0.657,-0.31,1.071,-35.889,-38.269,5.798
-0.638,-0.334,1.048,-40.039,-28.137,-26.611
-0.658,-0.362,1.046,-41.077,-22.4,-61.89
-0.706,-0.34,1.102,-38.513,-13.367,-101.379
-0.711,-0.315,1.115,-36.804,7.324,-143.921
-0.729,-0.37,1.117,-42.725,38.513,-184.143
-0.75,-0.391,1.081,-43.701,66.162,-223.022
-0.783,-0.345,1.073,-40.527,87.646,-265.808
-0.792,-0.305,1.055,-43.884,109.07,-310.425
-0.768,-0.287,0.947,-52.185,128.784,-352.844
-0.801,-0.317,0.857,-62.988,141.296,-388.794
-0.817,-0.38,0.762,-75.134,146.423,-425.842
-0.791,-0.479,0.622,-81.909,152.71,-470.276
-0.797,-0.569,0.529,-81.238,161.438,-513.062
-0.738,-0.696,0.451,-71.594,171.265,-551.636
-0.404,-0.983,0.522,-66.467,180.603,-577.209
-0.058,-1.222,0.736,-73.242,166.382,-574.036
0.269,-1.228,0.947,-76.416,119.934,-543.335
0.343,-1.188,1.036,-76.965,70.679,-499.756
0.33,-1.184,0.966,-70.068,54.688,-444.214
0.296,-1.158,0.86,-53.528,72.632,-382.202
0.23,-1.088,0.78,-34.424,99.182,-326.355
0.257,-1.034,0.703,-18.188,118.958,-279.968
0.253,-0.947,0.672,-12.329,109.314,-248.901
0.209,-0.872,0.673,-18.005,68.542,-223.877
0.173,-0.846,0.676,-29.175,25.269,-196.899
0.179,-0.826,0.678,-31.555,0.122,-170.105
0.248,-0.807,0.709,-22.461,-6.531,-141.357
0.41,-0.842,0.791,-9.46,-8.545,-104.126
0.555,-0.871,0.862,1.282,-16.235,-55.359
0.619,-0.884,0.897,8.728,-28.809,3.54
0.556,-0.869,0.858,15.198,-39.734,69.275
0.509,-0.864,0.815,24.841,-42.358,135.376
0.458,-0.869,0.783,40.039,-39.612,197.571
0.366,-0.853,0.732,61.646,-37.72,249.146
0.283,-0.814,0.671,86.426,-40.1,289.551
0.162,-0.789,0.605,110.046,-44.678,320.374
0.085,-0.793,0.597,133.423,-49.744,344.91
0.004,-0.772,0.616,152.1,-63.904,363.708
-0.044,-0.768,0.638,157.776,-85.938,374.329
-0.028,-0.81,0.716,149.292,-110.107,380.737
-0.01,-0.845,0.816,126.343,-135.498,387.024
0.002,-0.902,0.904,88.501,-161.499,397.949
-0.039,-0.964,0.975,43.518,-185.486,412.231
-0.141,-0.995,0.949,14.526,-205.627,419.556
-0.249,-0.95,0.957,-0.427,-209.656,414.917
-0.371,-0.826,0.969,-10.803,-194.763,402.405
-0.468,-0.725,0.91,-14.282,-169.25,387.817
-0.52,-0.656,0.849,-6.775,-131.897,369.446
-0.538,-0.553,0.841,8.545,-87.952,346.497
-0.529,-0.44,0.868,18.494,-52.673,323.608
-0.541,-0.368,0.88,19.775,-38.635,299.011
-0.511,-0.362,0.9,10.01,-39.124,269.836
-0.493,-0.353,0.934,-5.371,-48.035,232.91
-0.483,-0.323,0.974,-21.851,-62.927,193.97
-0.463,-0.346,1.001,-38.635,-75.5,155.09
-0.459,-0.349,1.015,-46.753,-81.299,117.065
-0.408,-0.348,1.02,-45.41,-79.346,88.562
-0.357,-0.375,0.998,-37.415,-69.58,63.599
-0.317,-0.349,0.969,-24.841,-54.077,40.405
-0.263,-0.353,0.943,-14.343,-38.452,23.193
-0.174,-0.406,0.922,-8.24,-28.015,10.437
-0.136,-0.417,0.909,-3.479,-23.743,2.93
-0.108,-0.424,0.908,-1.831,-21.851,3.052
-0.1,-0.425,0.905,-2.686,-18.555,5.554
-0.113,-0.429,0.904,-1.892,-14.038,6.958
-0.118,-0.431,0.911,-1.587,-9.033,7.507
-0.118,-0.423,0.917,-2.563,-6.104,6.531
-0.103,-0.43,0.915,-3.54,-5.493,2.38
-0.097,-0.426,0.903,-3.418,-4.639,-4.333
-0.086,-0.419,0.894,-1.526,-2.686,-11.719
-0.08,-0.416,0.885,2.136,-0.732,-19.165
-0.065,-0.415,0.881,6.104,1.343,-25.208
-0.024,-0.436,0.882,7.263,2.991,-28.503
0.031,-0.468,0.894,4.639,2.014,-28.809
0.068,-0.482,0.895,0.122,-1.77,-26.123
0.081,-0.493,0.896,-3.113,-4.456,-20.386
0.091,-0.497,0.891,-5.005,-3.662,-11.902
-1.116,-0.189,1.375,19.47,69.214,-216.736
-1.242,-0.119,1.221,14.221,93.079,-314.026
-1.201,-0.058,1.088,-7.812,107.91,-411.255
-1.168,-0.079,0.968,-48.523,105.652,-502.869
-1.135,-0.245,0.887,-95.642,96.558,-578.979
-1.088,-0.403,0.841,-131.104,91.553,-637.451
-1.002,-0.523,0.775,-150.879,94.91,-674.5
-0.985,-0.642,0.717,-160.461,113.098,-684.57
-1.005,-0.806,0.67,-145.874,146.484,-668.213
-0.842,-0.969,0.479,-96.252,183.289,-639.465
-0.492,-0.996,0.439,-37.292,213.684,-610.291
-0.024,-1.093,0.507,14.771,242.798,-578.857
0.424,-1.191,0.65,43.945,245.3,-534.79
0.567,-1.212,0.76,44.434,187.256,-487.671
0.561,-1.252,0.866,24.536,95.703,-431.946
0.523,-1.355,0.902,3.235,30.762,-362.061
0.51,-1.418,0.849,2.319,12.817,-291.077
0.507,-1.391,0.788,19.409,16.968,-223.999
0.427,-1.372,0.697,33.508,18.86,-157.593
0.347,-1.436,0.596,38.33,11.169,-93.323
0.355,-1.503,0.518,40.649,-2.869,-36.011
0.491,-1.565,0.516,42.48,-18.311,18.433
0.604,-1.614,0.557,43.823,-33.691,83.618
0.653,-1.628,0.614,45.654,-47.119,160.706
0.625,-1.548,0.609,51.636,-53.04,242.737
0.527,-1.379,0.566,59.57,-52.917,319.519
0.416,-1.168,0.482,67.383,-55.115,383.667
0.283,-0.972,0.416,77.393,-62.561,434.143
0.177,-0.873,0.382,95.154,-76.477,470.215
0.148,-0.867,0.41,120.239,-95.642,493.469
0.062,-0.868,0.438,142.761,-122.437,511.902
-0.066,-0.873,0.475,154.175,-161.316,527.832
-0.172,-0.908,0.53,157.043,-206.36,544.739
-0.395,-0.922,0.515,149.048,-248.779,562.622
-0.536,-0.91,0.59,130.371,-279.419,577.576
-0.746,-0.885,0.685,118.958,-302.49,579.102
-0.938,-0.817,0.84,110.229,-301.453,559.082
-1.035,-0.778,1.039,101.196,-261.78,526.978
-1.071,-0.712,1.237,99.243,-196.899,485.596
-1.08,-0.597,1.372,93.811,-131.836,436.218
-1.092,-0.498,1.429,80.75,-77.881,380.676
-1.048,-0.437,1.411,61.218,-42.786,316.162
-1,-0.419,1.363,39.673,-27.344,240.234
-0.896,-0.415,1.323,13.245,-27.405,169.189
-0.775,-0.46,1.28,-19.043,-44.617,108.093
-0.701,-0.472,1.213,-48.767,-72.876,53.101
-0.666,-0.469,1.148,-68.359,-94.91,5.554
-0.617,-0.448,1.093,-76.599,-99.548,-35.522
-0.575,-0.437,1.057,-77.576,-89.05,-72.876
-0.55,-0.432,1.052,-73.73,-72.632,-100.098
-0.537,-0.416,1.079,-68.97,-55.542,-117.615
-0.58,-0.393,1.165,-68.542,-36.682,-132.812
-0.599,-0.381,1.177,-74.524,-11.658,-152.527
-0.587,-0.37,1.088,-80.505,18.982,-174.255
-0.58,-0.357,1.018,-83.313,42.358,-191.833
-0.593,-0.35,1.006,-87.036,49.438,-208.008
-0.63,-0.353,0.992,-86.609,50.659,-231.201
-0.652,-0.305,0.96,-74.646,62.378,-267.151
-0.675,-0.251,0.893,-60.852,83.13,-307.068
-0.645,-0.231,0.805,-56.519,106.873,-337.891
-0.688,-0.291,0.752,-55.054,129.517,-362.061
-0.677,-0.328,0.665,-42.297,148.56,-391.479
-0.51,-0.476,0.592,-30.701,167.603,-424.5
-0.264,-0.659,0.654,-33.203,169.617,-443.359
-0.099,-0.81,0.791,-46.326,148.682,-450.073
0.001,-0.877,0.88,-60.364,124.084,-444.763
0.018,-0.91,0.888,-71.777,115.479,-422.791
0.02,-0.913,0.775,-69.336,121.643,-393.127
0.002,-0.857,0.676,-54.932,131.409,-367.187
-0.034,-0.813,0.603,-34.668,142.578,-346.069
-0.019,-0.768,0.523,-10.559,154.48,-333.374
0.067,-0.737,0.491,6.409,152.893,-329.773
0.165,-0.749,0.524,9.46,122.253,-332.214
0.231,-0.744,0.611,1.892,65.369,-335.999
0.293,-0.804,0.701,-9.827,5.676,-328.918
0.481,-0.97,0.815,-14.221,-36.926,-304.626
0.721,-1.128,0.975,-8.423,-59.814,-254.456
0.809,-1.226,1.057,2.991,-64.026,-176.88
0.844,-1.305,1.054,15.442,-49.5,-79.285
0.815,-1.308,1.024,19.897,-28.687,23.987
0.579,-1.195,0.934,17.822,-19.592,117.004
0.332,-1.05,0.801,19.592,-14.465,191.284
0.141,-0.902,0.635,33.447,-9.399,239.197
-0.015,-0.729,0.497,58.777,-13.611,261.353
-0.094,-0.578,0.431,86.365,-27.161,266.541
-0.127,-0.487,0.43,107.971,-43.701,261.414
-0.112,-0.49,0.489,125.488,-61.218,252.808
-0.064,-0.558,0.598,136.902,-77.759,247.559
0.027,-0.653,0.729,142.029,-94.299,248.352
0.131,-0.755,0.848,136.536,-110.229,260.742
0.172,-0.844,0.933,120.789,-125.244,282.166
0.176,-0.891,0.976,102.539,-140.259,311.035
0.128,-0.888,0.963,84.29,-155.884,341.125
-0.002,-0.849,0.921,63.232,-172.668,366.577
-0.169,-0.803,0.847,46.57,-189.27,384.277
-0.32,-0.735,0.779,41.687,-196.045,389.16
-0.453,-0.67,0.743,47.791,-187.561,381.287
-0.541,-0.606,0.745,59.448,-165.649,362.488
-0.572,-0.549,0.788,70.984,-137.695,337.097
-0.542,-0.527,0.844,76.721,-109.07,309.448
-0.479,-0.531,0.923,71.594,-87.952,280.823
-0.438,-0.542,0.985,52.917,-81.177,253.052
-0.423,-0.505,1.044,24.658,-85.938,227.295
-0.439,-0.468,1.089,-3.906,-91.125,201.782
-0.458,-0.453,1.095,-23.132,-88.44,176.025
-0.47,-0.451,1.073,-31.494,-76.294,149.719
-0.394,-0.448,1.02,-32.288,-57.434,121.033
-0.401,-0.423,0.962,-29.236,-41.565,85.022
-0.334,-0.39,0.904,-28.137,-32.654,63.049
-0.273,-0.411,0.843,-29.968,-28.076,48.34
-0.23,-0.432,0.8,-27.405,-28.198,30.823
-0.186,-0.443,0.79,-22.034,-32.776,15.137
-0.14,-0.448,0.806,-19.409,-40.1,1.526
-0.128,-0.445,0.826,-19.714,-48.767,-10.864
-0.098,-0.463,0.853,-20.569,-52.856,-19.043
-0.083,-0.488,0.863,-16.541,-47.852,-21.79
-0.075,-0.497,0.866,-7.202,-35.339,-19.958
-0.064,-0.5,0.876,2.625,-18.86,-13.489
-0.053,-0.512,0.882,8.362,-3.357,-5.31
1.159,-1.61,1.009,42.419,103.577,-402.222
1.233,-1.784,1.183,17.639,27.405,-300.293
1.083,-1.863,1.143,-0.732,-11.841,-179.993
0.817,-1.796,0.988,0.244,4.15,-66.101
0.551,-1.603,0.789,14.221,39.124,25.757
0.313,-1.384,0.634,22.034,58.167,89.294
0.185,-1.193,0.521,18.25,51.636,124.207
0.162,-1.03,0.448,12.146,29.785,137.207
0.222,-0.911,0.392,11.108,6.348,140.198
0.372,-0.821,0.348,19.409,-16.724,148.437
0.521,-0.792,0.344,36.865,-39.001,169.678
0.627,-0.812,0.379,69.397,-63.599,212.708
0.716,-0.871,0.447,104.309,-85.449,272.827
0.702,-0.927,0.49,131.592,-103.821,339.539
0.609,-0.961,0.504,150.085,-126.282,403.198
0.454,-1.007,0.509,162.537,-158.63,456.909
0.292,-1.012,0.498,173.462,-199.646,499.695
0.052,-1.001,0.438,181.274,-241.821,531.494
-0.252,-0.989,0.336,184.509,-280.09,552.856
-0.468,-0.946,0.308,192.81,-298.767,559.937
-0.647,-0.895,0.399,207.825,-288.696,558.35
-0.695,-0.906,0.617,218.445,-250.427,554.443
-0.75,-0.942,0.859,223.145,-210.388,540.344
-0.754,-0.953,1.112,212.891,-179.871,513.55
-0.827,-0.863,1.317,187.012,-162.17,474.915
-0.931,-0.754,1.448,153.992,-143.494,424.622
-1.001,-0.673,1.519,120.361,-112.244,365.479
-1.033,-0.609,1.508,91.003,-73.425,302.307
-1.024,-0.572,1.419,61.584,-40.649,238.525
-0.92,-0.555,1.325,31.433,-25.33,178.345
-0.993,-0.527,1.252,7.69,-29.602,111.145
-0.933,-0.454,1.219,-14.404,-40.466,52.856
-0.907,-0.44,1.155,-36.621,-49.5,-3.418
-0.861,-0.437,1.104,-53.528,-52.979,-56.335
-0.836,-0.438,1.112,-63.171,-48.279,-101.807
-0.864,-0.443,1.159,-63.477,-31.25,-141.479
-0.898,-0.457,1.24,-59.387,1.526,-178.833
-0.976,-0.432,1.352,-58.044,47.852,-218.384
-0.991,-0.42,1.399,-69.214,98.816,-264.771
-1.042,-0.422,1.293,-91.736,139.526,-318.726
-1.081,-0.432,1.206,-119.141,158.203,-372.925
-1.108,-0.449,1.119,-145.142,156.555,-433.838
-1.107,-0.522,0.931,-165.649,155.701,-504.639
-1.093,-0.579,0.667,-170.227,164.429,-574.158
-1.035,-0.594,0.461,-158.325,175.842,-628.113
-0.964,-0.663,0.332,-140.015,184.509,-663.147
-0.886,-0.816,0.234,-122.131,191.162,-680.542
-0.785,-1.114,0.318,-107.91,199.951,-682.922
-0.412,-1.394,0.467,-90.271,201.782,-669.128
-0.09,-1.476,0.649,-78.491,193.237,-643.25
0.189,-1.569,0.686,-71.35,180.42,-604.431
0.706,-1.767,0.849,-71.228,165.039,-543.518
1.154,-1.825,1.208,-82.031,127.625,-467.285
1.026,-1.764,1.248,-89.05,71.838,-370.422
0.774,-1.684,1.163,-81.543,54.565,-250
0.436,-1.49,0.935,-60.425,82.703,-140.564
0.122,-1.211,0.711,-37.537,105.652,-62.5
-0.08,-0.985,0.5,-32.288,93.75,-18.066
-0.189,-0.834,0.362,-39.185,59.875,-9.827
-0.152,-0.768,0.316,-43.701,29.053,-19.348
-0.018,-0.784,0.338,-37.659,9.338,-25.635
0.171,-0.79,0.399,-16.785,-3.357,-16.663
0.32,-0.746,0.475,13.672,-14.099,9.766
0.401,-0.7,0.549,43.762,-21.973,50.415
0.445,-0.662,0.615,75.134,-28.076,94.177
0.526,-0.671,0.678,104.309,-36.316,138.489
0.539,-0.661,0.726,128.235,-50.598,186.096
0.506,-0.666,0.728,145.691,-68.42,235.779
0.472,-0.697,0.731,161.316,-86.487,284.302
0.402,-0.723,0.712,177.429,-106.323,328.491
0.257,-0.731,0.692,189.453,-126.465,365.479
0.093,-0.756,0.671,199.951,-145.508,393.799
-0.057,-0.775,0.627,204.834,-159.668,408.508
-0.111,-0.764,0.639,198.547,-169.067,409.851
-0.202,-0.744,0.644,189.697,-194.824,404.114
-0.265,-0.752,0.659,168.396,-225.891,400.085
-0.319,-0.777,0.69,132.751,-250.305,397.949
-0.362,-0.836,0.746,94.666,-266.418,394.836
-0.377,-0.847,0.839,60.974,-269.226,390.991
-0.434,-0.854,0.934,37.17,-258.057,382.446
-0.51,-0.856,0.964,34.302,-233.704,367.371
-0.524,-0.782,1.003,42.725,-193.542,341.675
-0.577,-0.704,1.045,55.42,-149.963,302.368
-0.58,-0.604,1.074,56.03,-109.863,268.188
-0.561,-0.561,1.076,42.175,-79.529,241.943
-0.556,-0.558,1.054,24.231,-63.354,212.097
-0.54,-0.54,1.037,6.226,-57.983,177.124
-0.517,-0.538,1.019,-12.146,-57.617,139.893
-0.469,-0.545,1.003,-29.114,-59.204,103.699
-0.416,-0.542,1,-42.603,-61.523,71.96
-0.36,-0.545,0.992,-52.368,-62.317,46.143
-0.317,-0.543,0.977,-58.533,-58.105,27.222
-0.289,-0.531,0.948,-56.213,-49.133,12.268
-0.246,-0.495,0.917,-46.936,-36.926,1.831
-0.206,-0.483,0.886,-39.001,-23.804,-3.723
-0.161,-0.497,0.866,-32.41,-13.489,-5.981
-0.13,-0.485,0.85,-25.391,-8.057,-5.798
-0.115,-0.482,0.836,-20.874,-5.615,-5.066
-0.098,-0.486,0.826,-18.982,-3.113,-4.15
-0.101,-0.495,0.818,-17.517,-0.977,-4.089
-0.095,-0.507,0.812,-14.954,0.793,-5.493
-0.083,-0.51,0.814,-10.925,2.319,-10.01
-0.078,-0.504,0.81,-4.517,2.075,-17.334
-0.072,-0.504,0.821,0.549,2.38,-26.367
-0.051,-0.52,0.84,3.174,4.639,-36.438
-0.02,-0.526,0.853,4.761,6.287,-44.617
0.011,-0.545,0.856,1.465,6.165,-47.302
0.038,-0.576,0.856,-3.601,3.906,-46.021
0.063,-0.594,0.857,-7.568,0.061,-42.358
0.076,-0.604,0.858,-10.315,-3.052,-37.415
0.092,-0.607,0.847,-11.475,-3.967,-30.273
0.095,-0.604,0.838,-10.742,-2.014,-21.667
0.095,-0.599,0.819,-7.507,2.93,-10.986
0.085,-0.59,0.808,-3.296,9.338,0.122
0.063,-0.586,0.795,2.38,14.221,9.888
0.043,-0.581,0.79,7.629,15.564,15.503
0.022,-0.574,0.8,11.597,13.916,16.724
0,-0.571,0.818,13.245,9.705,14.771
-0.014,-0.571,0.842,12.939,4.517,10.681
-1.189,-0.252,1.417,-89.661,41.138,-191.04
-1.336,-0.211,1.328,-120.117,42.419,-276.55
-1.384,-0.159,1.261,-143.005,50.964,-360.352
-1.464,-0.134,1.155,-158.02,68.542,-432.617
-1.479,-0.105,1.044,-153.137,106.384,-491.638
-1.496,-0.149,0.932,-141.113,146.179,-538.513
-1.524,-0.216,0.791,-130.127,169.739,-585.022
-1.574,-0.336,0.723,-129.211,181.335,-639.526
-1.537,-0.531,0.608,-143.921,182.861,-699.646
-1.432,-0.867,0.385,-175.049,175.842,-759.399
-1.226,-1.331,0.202,-196.411,157.349,-807.434
-0.796,-1.764,0.137,-192.2,123.84,-832.336
-0.174,-2.162,0.198,-165.833,71.594,-826.965
0.661,-2.496,0.393,-105.652,11.597,-774.17
1.396,-2.554,0.727,-26.123,-24.841,-653.931
1.588,-2.496,0.934,53.772,-14.954,-461.731
1.436,-2.395,0.987,122.986,42.114,-228.943
0.974,-2.173,1.041,175.659,107.971,-26.062
0.397,-1.822,1.059,204.651,138.55,102.478
-0.066,-1.428,1.041,196.838,132.751,153.442
-0.32,-1.125,0.984,143.127,103.638,144.287
-0.329,-0.901,0.858,67.688,62.622,103.943
-0.168,-0.788,0.72,-2.686,24.17,57.678
0.022,-0.737,0.609,-49.316,-0.061,29.785
0.225,-0.726,0.541,-60.303,-11.353,32.654
0.383,-0.703,0.53,-40.1,-13.55,63.354
0.456,-0.654,0.59,-3.235,-10.437,113.586
0.46,-0.626,0.664,35.4,-6.836,173.462
0.448,-0.619,0.752,69.153,-8.118,230.469
0.459,-0.651,0.829,93.201,-15.869,284.363
0.466,-0.711,0.863,108.032,-28.259,336.731
0.435,-0.743,0.857,121.094,-43.64,384.705
0.357,-0.761,0.811,133.179,-61.707,425.72
0.23,-0.758,0.749,145.935,-85.815,459.045
0.102,-0.783,0.7,158.203,-117.065,485.229
0.026,-0.833,0.654,165.283,-154.968,500.977
-0.099,-0.771,0.547,161.987,-203.247,510.01
-0.331,-0.748,0.443,145.691,-253.479,519.348
-0.451,-0.75,0.434,119.873,-289.307,532.166
-0.558,-0.72,0.494,96.252,-299.377,538.635
-0.665,-0.728,0.673,82.275,-282.349,535.767
-0.812,-0.779,0.838,86.182,-253.54,512.451
-0.859,-0.779,1.031,105.713,-204.712,479.126
-0.861,-0.69,1.238,125.244,-138.55,440.857
-0.871,-0.592,1.391,131.836,-71.045,398.376
-0.849,-0.526,1.456,124.146,-20.691,350.83
-0.894,-0.471,1.453,106.812,1.953,290.1
-0.901,-0.412,1.427,77.515,1.77,224.365
-0.924,-0.372,1.38,40.649,-12.329,156.555
-0.943,-0.337,1.319,7.568,-31.982,88.562
-0.927,-0.29,1.28,-22.278,-47.485,22.766
-0.926,-0.268,1.242,-45.593,-58.716,-42.847
-0.889,-0.237,1.237,-63.049,-65.491,-105.408
-0.818,-0.233,1.206,-79.285,-65.308,-158.936
-0.824,-0.251,1.196,-92.59,-55.054,-202.087
-0.818,-0.271,1.197,-97.29,-29.663,-239.99
-0.779,-0.328,1.161,-94.788,14.038,-278.137
-0.824,-0.318,1.109,-82.336,66.162,-312.378
-0.843,-0.277,1.074,-71.655,108.093,-344.543
-0.828,-0.234,0.987,-74.768,136.353,-381.409
-0.796,-0.262,0.844,-88.074,153.564,-415.527
-0.692,-0.344,0.787,-100.525,151.855,-447.083
-0.6,-0.413,0.798,-115.417,125.977,-479.065
-0.59,-0.5,0.751,-131.104,95.581,-510.315
-0.603,-0.589,0.655,-136.047,82.458,-537.903
-0.576,-0.635,0.566,-128.54,90.027,-558.777
-0.531,-0.791,0.496,-116.577,109.436,-568.726
-0.394,-1.016,0.48,-103.821,125.122,-560.974
-0.202,-1.137,0.586,-85.022,127.258,-540.771
-0.123,-1.213,0.639,-60.791,126.953,-519.775
0.142,-1.344,0.693,-36.56,132.935,-492.554
0.486,-1.4,0.932,-40.71,120.972,-460.815
0.591,-1.411,1.128,-69.763,70.679,-426.392
0.649,-1.399,1.202,-101.746,10.559,-382.385
