aX,aY,aZ,gX,gY,gZ
0.221,0.285,-0.271,135.193,-80.505,-35.767
0.182,0.269,-0.267,189.819,-113.037,-45.898
0.147,0.282,-0.292,248.596,-158.02,-58.411
0.087,0.334,-0.309,310.242,-209.961,-73.792
0.012,0.331,-0.263,359.375,-254.028,-81.726
-0.103,0.208,-0.165,401.917,-286.194,-79.529
-0.302,-0.018,-0.032,443.481,-306.335,-75.317
-0.444,-0.276,0.021,494.385,-322.632,-76.843
-0.566,-0.48,0.069,559.448,-334.595,-90.149
-0.73,-0.767,0.186,620.483,-333.069,-108.032
-0.841,-1.112,0.319,666.138,-320.923,-115.173
-0.775,-1.424,0.546,695.068,-306.58,-114.929
-0.659,-1.584,0.788,702.454,-296.753,-106.995
-0.551,-1.575,1.157,680.969,-297.913,-87.769
-0.402,-1.522,1.661,625.122,-292.358,-60.059
-0.239,-1.469,2.173,547.668,-251.221,-31.616
-0.063,-1.37,2.453,476.807,-184.448,-7.507
-0.01,-1.264,2.545,414.551,-107.117,13.306
-0.052,-1.232,2.445,350.769,-32.043,35.4
-0.121,-1.213,2.351,282.898,26.001,55.603
-0.3,-1.216,2.119,231.079,39.978,63.538
-0.426,-1.134,1.918,176.636,27.527,66.833
-0.54,-1.094,1.714,114.136,10.132,66.65
-0.575,-1.077,1.57,49.255,-1.343,60.547
-0.536,-1.048,1.486,-5.005,-4.395,47.791
-0.479,-1.03,1.465,-46.265,-3.784,32.41
-0.382,-0.995,1.507,-83.435,0.732,22.766
-0.319,-0.993,1.541,-120.728,11.536,18.799
-0.252,-0.983,1.542,-154.175,29.053,16.602
-0.185,-0.926,1.515,-180.725,49.561,16.418
-0.128,-0.857,1.506,-207.703,71.289,21.973
-0.115,-0.823,1.466,-238.647,94.116,33.142
-0.156,-0.83,1.379,-268.799,115.723,47.791
-0.194,-0.804,1.235,-287.048,131.958,59.937
-0.235,-0.75,1.08,-297.791,142.822,65.552
-0.255,-0.704,1.001,-307.739,148.437,61.279
-0.257,-0.651,0.938,-317.932,150.33,47.546
-0.23,-0.576,0.906,-327.393,148.987,32.104
-0.187,-0.516,0.901,-335.327,145.142,18.005
-0.131,-0.464,0.926,-341.248,142.456,4.517
-0.077,-0.433,0.921,-346.191,143.25,-5.859
0.005,-0.41,0.865,-352.173,143.555,-8.484
0.073,-0.376,0.787,-355.713,134.46,-1.77
0.108,-0.349,0.696,-353.699,113.831,9.583
0.152,-0.292,0.579,-343.567,84.412,21.729
0.187,-0.218,0.508,-331.482,56.458,32.043
0.2,-0.158,0.448,-309.509,37.598,42.236
0.163,-0.092,0.426,-273.56,25.513,50.598
0.134,0,0.422,-226.624,21.179,52.246
0.122,0.101,0.449,-180.725,25.879,45.41
0.121,0.146,0.468,-142.578,37.659,33.264
0.131,0.182,0.468,-105.591,51.086,19.714
0.142,0.227,0.483,-74.463,60.791,8.301
0.152,0.269,0.51,-51.636,61.707,1.526
0.158,0.297,0.574,-38.757,53.467,-1.526
0.163,0.282,0.644,-40.894,41.87,-3.479
0.182,0.251,0.67,-47.424,26.611,-6.104
0.219,0.26,0.647,-47.729,8.667,-8.301
0.253,0.261,0.636,-44.128,-7.812,-7.446
0.266,0.26,0.635,-36.133,-22.888,-4.7
0.273,0.279,0.647,-22.4,-33.508,-0.366
0.265,0.292,0.666,-5.005,-37.415,4.761
0.231,0.299,0.705,15.808,-33.752,10.01
0.156,0.307,0.773,37.598,-24.231,12.878
0.106,0.333,0.826,55.847,-14.16,10.864
0.073,0.347,0.841,68.97,-6.836,3.357
0.071,0.364,0.84,79.468,-2.258,-7.08
0.086,0.366,0.846,85.449,2.136,-17.578
0.105,0.34,0.851,85.938,6.775,-25.024
0.137,0.31,0.848,84.839,8.179,-27.954
0.169,0.273,0.852,83.679,5.127,-28.564
0.207,0.26,0.887,79.895,-1.404,-26.855
0.214,0.229,0.935,69.397,-7.751,-22.339
0.222,0.195,0.971,55.115,-12.39,-15.686
0.235,0.175,0.996,39.795,-15.686,-8.911
0.238,0.166,1.008,25.696,-17.639,-3.113
-1.162,-2.12,0.492,774.109,-364.441,-92.163
-0.902,-2.297,1.296,771.729,-329.651,-112.305
-0.386,-2.087,2.111,720.276,-254.272,-128.54
0.126,-1.858,2.727,628.967,-159.058,-137.39
0.425,-1.541,3.088,508.057,-80.505,-116.028
0.35,-1.383,3.005,377.014,-41.321,-62.927
0.145,-1.406,2.696,251.282,-30.64,-4.333
-0.137,-1.458,2.235,151.367,-18.738,31.189
-0.273,-1.385,1.875,78.552,2.38,42.114
-0.374,-1.363,1.742,25.513,22.4,37.964
-0.413,-1.372,1.794,-14.709,29.236,31.189
-0.355,-1.332,1.946,-52.856,35.156,25.391
-0.268,-1.279,2.106,-101.807,48.828,20.813
-0.185,-1.219,2.208,-164.307,72.266,24.292
-0.164,-1.146,2.251,-230.164,102.356,34.851
-0.161,-1.117,2.218,-293.457,138.123,51.575
-0.2,-1.172,2.135,-350.22,176.208,71.167
-0.194,-1.205,1.982,-387.329,203.125,89.172
-0.278,-1.156,1.792,-415.405,219.36,95.764
-0.389,-1.115,1.545,-437.622,235.107,95.581
-0.405,-1.059,1.23,-452.454,255.737,92.041
-0.35,-0.922,0.964,-468.018,277.893,89.355
-0.267,-0.765,0.774,-478.821,287.231,91.064
-0.21,-0.662,0.663,-485.291,280.701,96.802
-0.17,-0.562,0.608,-481.689,259.583,102.661
-0.125,-0.42,0.558,-474.487,232.178,98.633
0.005,-0.302,0.423,-473.694,206.055,85.938
0.102,-0.238,0.24,-468.384,181.274,80.75
0.179,-0.138,0.044,-441.895,150.818,88.135
0.194,0.008,-0.075,-398.804,120.361,97.717
0.152,0.133,-0.129,-357.605,94.91,100.525
0.123,0.26,-0.16,-321.167,66.589,91.919
0.149,0.367,-0.191,-292.603,35.645,75.439
0.169,0.406,-0.208,-270.752,11.658,60.608
0.183,0.373,-0.197,-248.291,2.625,51.208
0.179,0.324,-0.215,-216.614,2.441,42.542
0.162,0.267,-0.24,-173.218,6.104,34.119
0.161,0.273,-0.279,-123.718,11.353,25.879
0.171,0.331,-0.291,-75.867,13.672,17.7
0.164,0.353,-0.283,-41.748,12.451,13.367
0.184,0.34,-0.267,-17.09,5.859,15.747
0.192,0.322,-0.247,6.47,-4.333,19.165
0.178,0.302,-0.217,30.945,-15.564,19.653
0.189,0.263,-0.21,58.105,-31.311,20.508
0.234,0.248,-0.247,95.154,-53.406,20.569
0.26,0.242,-0.297,145.752,-80.2,18.799
0.254,0.278,-0.289,209.778,-108.826,18.433
0.215,0.297,-0.25,289.062,-139.038,13.794
0.15,0.309,-0.203,365.784,-158.813,2.869
0.039,0.316,-0.124,435.974,-158.325,-9.338
-0.117,0.247,-0.033,493.652,-148.315,-20.996
-0.264,0.068,0.035,548.828,-147.766,-32.654
-0.442,-0.214,0.1,600.952,-164.368,-52.795
-0.676,-0.57,0.144,651.367,-199.341,-81.909
-0.909,-0.974,0.194,703.369,-246.643,-114.197
-0.987,-1.568,0.426,736.816,-286.926,-141.907
-0.681,-2.1,0.961,732.971,-306.763,-152.893
-0.244,-2.062,1.632,682.495,-316.589,-137.451
0.03,-1.737,2.226,593.201,-319.092,-95.52
0.146,-1.444,2.657,489.319,-291.016,-27.405
0.117,-1.288,2.811,387.695,-217.285,33.691
0.013,-1.18,2.725,306.458,-106.079,61.89
-0.081,-1.119,2.457,243.103,4.272,67.81
-0.214,-1.133,2.153,190.979,72.266,62.012
-0.328,-1.069,1.868,138.489,79.895,51.208
-0.402,-1.029,1.657,73.853,55.359,43.579
-0.453,-1.027,1.586,8.362,19.531,29.785
-0.471,-1.012,1.615,-45.41,-7.385,10.742
-0.45,-1.003,1.663,-84.167,-15.686,-6.775
-0.384,-0.988,1.691,-111.267,-7.568,-21.729
-0.284,-0.952,1.686,-134.155,11.353,-33.508
-0.162,-0.921,1.691,-156.128,33.63,-36.56
-0.065,-0.881,1.659,-172.791,51.575,-29.053
-0.023,-0.852,1.578,-184.631,67.993,-14.099
0.01,-0.814,1.478,-197.021,89.233,2.319
-0.007,-0.761,1.329,-210.876,114.014,19.226
-0.061,-0.704,1.165,-222.839,137.451,39.185
-0.116,-0.663,1.014,-232.605,158.813,59.875
-0.143,-0.611,0.9,-239.136,175.232,73.853
-0.169,-0.545,0.827,-239.563,183.716,75.073
-0.157,-0.467,0.79,-235.046,184.692,65.491
-0.111,-0.392,0.772,-231.018,180.054,51.208
-0.068,-0.336,0.771,-233.704,172.546,38.574
-0.015,-0.294,0.767,-238.159,161.133,30.762
0.024,-0.246,0.745,-238.586,142.944,23.987
0.072,-0.194,0.688,-237.854,121.094,16.846
0.124,-0.14,0.615,-237.793,98.206,11.78
0.169,-0.09,0.537,-232.788,73.853,10.681
0.202,-0.049,0.48,-219.482,52.795,12.634
0.214,-0.013,0.464,-197.51,39.612,17.09
0.2,0.021,0.471,-170.715,35.156,22.644
0.163,0.03,0.485,-142.09,36.987,23.865
0.149,0.053,0.494,-112.183,40.649,18.311
0.151,0.086,0.499,-82.031,39.612,7.874
0.162,0.126,0.521,-57.373,33.325,-2.747
0.163,0.135,0.568,-41.504,22.949,-12.207
0.184,0.123,0.619,-32.043,10.62,-20.691
0.202,0.105,0.682,-27.405,-0.916,-26.367
0.236,0.085,0.736,-26.367,-8.728,-26.978
0.27,0.071,0.767,-27.344,-10.742,-24.292
0.276,0.072,0.774,-27.71,-9.705,-20.081
0.291,0.094,0.759,-26.733,-7.935,-13.794
0.292,0.103,0.735,-26.062,-6.836,-8.362
0.28,0.105,0.703,-23.804,-8.484,-4.761
0.258,0.111,0.688,-16.846,-13.428,-2.075
0.227,0.134,0.718,-6.592,-20.874,-1.831
0.193,0.167,0.771,3.601,-26.733,-5.615
0.185,0.184,0.823,9.705,-27.344,-11.78
0.19,0.172,0.856,11.475,-23.315,-16.602
0.213,0.156,0.889,12.146,-17.456,-19.47
0.245,0.138,0.904,13.489,-11.658,-19.592
0.271,0.128,0.927,12.451,-7.568,-16.846
0.281,0.115,0.938,11.536,-6.409,-11.23
0.27,0.11,0.943,9.399,-8.057,-5.005
0.255,0.116,0.938,7.874,-11.719,-0.61
0.23,0.126,0.937,6.775,-14.526,0.916
0.217,0.137,0.945,5.92,-14.648,0.488
0.212,0.134,0.941,5.31,-13.55,-1.038
0.204,0.125,0.942,5.615,-11.597,-2.93
-0.358,-1.843,1.303,654.175,-224.304,-49.011
-0.096,-1.719,2.142,609.619,-219.238,-27.832
0.092,-1.31,2.702,548.035,-201.538,-20.996
0.111,-0.988,2.898,459.045,-148.071,-9.949
0.015,-0.89,2.851,353.21,-75.745,23.743
-0.168,-0.952,2.658,260.315,-12.573,58.594
-0.319,-0.982,2.394,189.392,27.222,68.542
-0.443,-0.943,2.091,135.986,46.448,57.19
-0.49,-0.903,1.871,85.083,52.856,42.603
-0.447,-0.878,1.753,33.63,47.607,32.227
-0.395,-0.927,1.756,-14.648,38.391,25.024
-0.272,-0.895,1.836,-58.777,38.391,23.682
-0.17,-0.853,1.974,-96.558,45.471,27.771
-0.061,-0.794,2.079,-139.954,62.5,32.227
0.032,-0.745,2.077,-190.43,95.642,42.664
0.093,-0.678,2.008,-244.568,136.963,62.317
0.058,-0.643,1.883,-293.579,174.866,85.144
-0.01,-0.652,1.752,-329.285,207.336,105.286
-0.112,-0.72,1.524,-346.069,226.99,110.718
-0.21,-0.681,1.239,-349.731,232.91,96.191
-0.215,-0.578,1.036,-358.337,230.713,76.294
-0.159,-0.488,0.905,-368.652,219.666,60.303
-0.116,-0.402,0.821,-381.653,204.102,50.476
-0.033,-0.344,0.787,-405.029,189.636,46.936
0.033,-0.322,0.754,-433.228,174.133,44.861
0.085,-0.301,0.675,-452.026,156.128,45.776
0.146,-0.255,0.543,-456.055,138.916,49.561
0.174,-0.173,0.399,-447.327,125.122,56.885
0.204,-0.086,0.234,-430.725,113.77,68.054
0.216,0.003,0.082,-404.846,99.854,80.322
0.229,0.123,-0.02,-373.657,82.947,90.82
0.203,0.246,-0.104,-343.445,64.88,94.91
0.187,0.345,-0.179,-310.425,44.922,93.14
0.181,0.448,-0.256,-272.339,25.208,83.069
0.177,0.536,-0.27,-227.478,13.794,66.528
0.161,0.574,-0.213,-186.34,15.198,50.415
0.148,0.565,-0.159,-148.987,24.048,39.49
0.123,0.53,-0.128,-112.488,34.18,30.884
0.106,0.468,-0.137,-75.989,38.757,19.531
0.129,0.457,-0.166,-36.804,32.776,5.188
0.161,0.472,-0.178,-2.441,16.357,-10.62
0.194,0.461,-0.175,26.184,-6.775,-20.508
0.234,0.437,-0.176,56.58,-34.424,-23.926
0.262,0.429,-0.143,93.201,-64.087,-27.405
0.252,0.418,-0.061,125,-91.003,-30.884
0.228,0.367,0,150.024,-115.417,-31.799
0.23,0.31,-0.004,183.716,-144.836,-33.447
0.208,0.3,-0.02,232.788,-179.016,-41.565
0.142,0.298,-0.005,287.781,-208.496,-52.246
0.049,0.272,0.034,341.553,-229.919,-56.152
-0.089,0.195,0.117,391.296,-247.253,-53.406
-0.228,0.042,0.198,435.852,-264.16,-49.622
-0.361,-0.149,0.27,476.257,-281.921,-48.828
-0.521,-0.414,0.331,516.907,-302.734,-55.115
-0.576,-0.69,0.452,555.054,-323.12,-58.289
-0.607,-0.889,0.656,579.773,-331.787,-54.077
-0.748,-1.047,1.077,575.806,-320.496,-40.466
-0.68,-1.109,1.447,555.847,-292.542,-28.259
-0.403,-1.064,1.889,517.212,-239.746,-33.569
-0.132,-0.939,2.248,465.21,-166.687,-46.021
0.052,-0.833,2.43,403.564,-95.337,-43.701
0.09,-0.786,2.468,338.684,-41.931,-18.494
0.024,-0.799,2.39,277.954,-10.986,13.428
-0.094,-0.796,2.257,217.896,5.005,33.875
-0.212,-0.777,2.118,161.133,13.123,44.373
-0.339,-0.821,1.93,116.211,15.259,52.002
-0.381,-0.809,1.809,73.486,20.142,53.467
-0.419,-0.804,1.712,38.147,20.447,49.561
-0.422,-0.772,1.686,4.7,14.893,43.152
-0.388,-0.702,1.707,-31.86,16.113,38.086
-0.339,-0.653,1.724,-66.956,27.649,33.081
-0.263,-0.613,1.716,-99.976,49.438,28.442
-0.177,-0.59,1.666,-130.31,75.5,26.001
-0.126,-0.573,1.584,-158.936,100.22,28.931
-0.095,-0.546,1.458,-180.786,120.972,36.011
-0.096,-0.532,1.305,-194.58,136.23,42.419
-0.111,-0.518,1.14,-202.881,143.921,46.57
-0.13,-0.481,0.992,-207.825,142.09,48.767
-0.146,-0.452,0.874,-212.463,133.24,46.814
-0.129,-0.411,0.791,-214.294,120.117,39.673
-0.08,-0.352,0.759,-215.332,105.103,29.236
-0.033,-0.28,0.769,-218.323,90.21,18.372
0.019,-0.224,0.804,-224.915,80.811,9.644
0.077,-0.181,0.863,-234.68,79.407,5.066
0.124,-0.178,0.88,-245.422,83.923,6.897
0.14,-0.158,0.868,-253.601,90.149,13.672
0.127,-0.137,0.816,-258.301,93.384,22.522
0.106,-0.113,0.745,-259.521,91.431,29.602
0.086,-0.109,0.66,-255.676,82.397,34.119
0.094,-0.078,0.573,-243.713,63.416,34.546
0.112,-0.024,0.491,-225.891,36.133,29.602
0.14,0.053,0.449,-207.52,9.094,21.667
0.161,0.128,0.445,-188.477,-12.146,15.137
0.154,0.177,0.47,-164.612,-25.085,10.681
0.151,0.218,0.512,-136.169,-25.146,6.592
0.149,0.251,0.548,-107.544,-13.062,2.93
0.137,0.268,0.57,-78.247,6.653,0.061
0.131,0.276,0.585,-50.049,30.457,-1.953
0.125,0.279,0.591,-25.33,50.232,-3.296
0.124,0.285,0.595,-5.371,57.617,-5.066
0.133,0.303,0.601,9.644,49.316,-9.094
0.149,0.316,0.609,20.63,29.724,-14.771
0.184,0.328,0.624,27.954,3.723,-19.897
0.194,0.333,0.651,34.607,-22.4,-20.447
0.167,0.323,0.723,41.626,-42.297,-15.503
0.139,0.318,0.818,48.279,-54.443,-10.925
0.11,0.317,0.899,52.673,-56.702,-12.39
0.111,0.314,0.943,53.772,-49.255,-18.799
0.129,0.296,0.961,52.673,-35.583,-24.719
0.158,0.271,0.967,50.232,-20.264,-26.306
0.165,0.247,0.954,49.255,-8.423,-23.437
0.165,0.231,0.944,49.072,-2.991,-19.043
0.156,0.227,0.941,47.424,-4.211,-15.808
0.147,0.234,0.937,44.312,-10.437,-14.465
0.139,0.233,0.942,39.368,-19.47,-14.099
0.135,0.226,0.946,34.302,-28.32,-13.245
0.128,0.211,0.981,31.311,-34.851,-11.902
0.125,0.202,1.02,28.442,-37.17,-11.841
0.135,0.197,1.047,23.865,-33.63,-13.123
-0.783,-1.781,0.675,740.662,-230.164,-101.196
-0.437,-1.926,1.228,687.439,-193.726,-102.356
-0.16,-1.886,1.704,614.868,-162.415,-89.783
0.114,-1.794,2.155,538.208,-150.024,-65.125
0.236,-1.574,2.516,455.322,-153.87,-26.794
0.18,-1.466,2.714,373.108,-154.419,24.475
0.069,-1.435,2.756,304.382,-128.479,74.158
-0.123,-1.423,2.672,245.728,-70.984,99.792
-0.309,-1.432,2.478,198.181,-4.333,108.704
-0.523,-1.442,2.2,154.114,40.771,110.413
-0.601,-1.404,2.01,99.67,65.125,105.103
-0.666,-1.347,1.865,46.875,65.247,85.449
-0.651,-1.26,1.83,-18.433,55.542,56.396
-0.563,-1.225,1.85,-95.52,57.861,34.363
-0.398,-1.195,1.899,-167.114,71.533,23.193
-0.246,-1.138,1.931,-232.361,93.201,18.799
-0.126,-1.044,1.926,-294.434,119.568,23.315
-0.054,-0.958,1.882,-354.187,150.33,38.574
-0.042,-0.906,1.772,-412.964,186.462,60.669
-0.108,-0.917,1.607,-464.478,222.717,83.862
-0.189,-0.94,1.368,-497.192,249.756,102.661
-0.282,-0.946,1.109,-513.855,263.123,110.474
-0.359,-0.942,0.867,-527.039,261.23,108.215
-0.369,-0.87,0.709,-539.917,246.155,100.464
-0.359,-0.815,0.614,-549.561,219.849,85.938
-0.321,-0.735,0.513,-547.058,185.669,66.528
-0.188,-0.629,0.368,-538.33,148.987,40.649
-0.035,-0.483,0.257,-533.569,115.723,19.409
0.116,-0.346,0.164,-524.353,87.708,13.306
0.156,-0.23,0.089,-497.07,74.158,21.118
0.197,-0.071,0.015,-448.547,81.116,31.433
0.228,0.085,-0.035,-398.071,106.018,34.485
0.209,0.198,-0.097,-350.037,133.545,36.56
0.197,0.284,-0.159,-300.476,148.621,43.823
0.161,0.382,-0.203,-256.592,145.813,45.105
0.181,0.422,-0.254,-224.67,126.282,36.194
0.228,0.417,-0.346,-194.031,91.797,23.926
0.27,0.387,-0.436,-152.71,49.5,12.451
0.307,0.431,-0.475,-104.126,5.92,2.014
0.305,0.451,-0.422,-58.105,-33.752,-5.859
0.281,0.414,-0.298,-23.132,-67.139,-8.667
0.252,0.356,-0.192,8.423,-93.994,-9.644
0.262,0.321,-0.174,46.082,-112.854,-13.916
0.266,0.298,-0.19,91.37,-127.686,-24.719
0.257,0.275,-0.173,142.7,-141.541,-33.447
0.203,0.234,-0.155,205.994,-160.4,-39.001
0.139,0.224,-0.17,280.09,-185.608,-50.964
0.056,0.205,-0.162,355.347,-213.196,-67.505
-0.014,0.184,-0.139,426.819,-241.394,-76.477
-0.127,0.066,-0.078,491.211,-268.005,-75.317
-0.287,-0.213,-0.014,542.236,-283.997,-64.331
-0.505,-0.604,0.073,585.571,-296.387,-52.856
-0.676,-0.962,0.128,631.409,-316.528,-43.396
-0.798,-1.246,0.202,677.49,-336.853,-39.124
-0.953,-1.59,0.335,705.2,-337.28,-38.635
-0.832,-1.809,0.676,713.989,-310.303,-32.776
-0.669,-1.86,1.083,704.224,-257.935,-33.142
-0.431,-1.888,1.557,669.678,-186.218,-34.302
-0.202,-1.734,1.878,613.586,-116.821,-24.902
-0.116,-1.595,2.235,540.222,-59.998,-15.381
-0.034,-1.477,2.407,466.248,-18.372,-5.798
0.007,-1.363,2.549,387.329,-3.113,-1.16
0.011,-1.245,2.559,308.594,-7.507,0.183
0.022,-1.173,2.545,224.304,-11.047,4.822
-0.055,-1.141,2.435,149.475,-18.799,5.554
-0.135,-1.106,2.271,74.89,-23.987,5.676
-0.217,-1.103,2.057,8.301,-21.545,10.01
-0.275,-1.064,1.857,-50.964,-10.742,14.771
-0.357,-1.042,1.667,-104.37,7.08,16.113
-0.417,-1.036,1.497,-144.104,26.794,15.503
-0.431,-1.008,1.362,-174.5,44.373,13.062
-0.384,-0.958,1.261,-199.707,60.547,9.46
-0.302,-0.916,1.183,-224.304,73.364,8.911
-0.221,-0.887,1.145,-246.643,80.322,16.113
-0.136,-0.844,1.142,-267.822,85.51,28.564
-0.08,-0.815,1.136,-285.889,93.689,40.222
-0.042,-0.8,1.134,-301.941,106.323,50.293
-0.019,-0.77,1.074,-314.27,117.371,61.829
-0.021,-0.719,1.007,-324.768,124.756,72.51
-0.045,-0.667,0.949,-336.182,130.92,81.055
-0.071,-0.615,0.891,-345.337,135.376,83.923
-0.095,-0.56,0.858,-355.591,138.55,79.041
-0.126,-0.519,0.82,-367.92,140.503,67.993
-0.118,-0.491,0.781,-372.192,136.23,54.749
-0.096,-0.491,0.722,-364.685,121.948,40.405
-0.061,-0.453,0.662,-350.647,99.548,24.109
0.002,-0.396,0.595,-337.219,78.552,5.188
0.072,-0.327,0.521,-318.787,63.477,-8.118
0.146,-0.241,0.447,-293.884,51.514,-9.521
0.208,-0.141,0.385,-264.282,40.1,-2.808
0.233,-0.034,0.347,-231.506,29.907,8.423
0.235,0.068,0.339,-199.585,21.912,22.4
0.213,0.14,0.353,-170.715,17.456,35.583
0.178,0.164,0.382,-144.47,17.517,44.678
0.135,0.159,0.417,-117.432,18.677,46.143
0.103,0.169,0.438,-87.891,15.747,38.94
0.081,0.204,0.468,-59.265,7.446,25.818
0.068,0.247,0.514,-36.56,-3.479,10.193
0.069,0.287,0.551,-21.79,-13.611,-5.371
0.097,0.312,0.597,-12.695,-22.583,-18.677
0.132,0.311,0.658,-7.629,-30.457,-26.733
0.16,0.291,0.72,-4.15,-36.499,-29.114
0.181,0.279,0.766,1.709,-39.795,-26.428
0.194,0.279,0.789,10.742,-39.368,-21.484
0.2,0.28,0.8,22.156,-33.997,-16.663
0.187,0.283,0.816,35.889,-25.757,-10.742
0.162,0.286,0.843,50.049,-18.799,-4.028
0.14,0.296,0.88,60.242,-12.939,0.916
0.123,0.294,0.892,67.505,-8.423,4.272
0.1,0.285,0.897,73.12,-6.47,6.409
0.064,0.283,0.918,76.721,-7.446,6.531
0.027,0.275,0.943,77.637,-10.498,3.418
-0.001,0.272,0.979,75.623,-13.367,-3.235
-0.012,0.269,0.995,71.045,-17.639,-14.832
0.007,0.262,1.013,62.805,-20.752,-27.71
0.044,0.228,1.006,53.772,-21.118,-36.438
0.089,0.198,1,47.119,-18.86,-39.856
0.131,0.171,0.997,43.884,-16.968,-38.757
0.164,0.151,0.999,41.26,-15.381,-33.752
-0.682,-1.56,0.662,626.526,-235.84,-1.648
-0.376,-1.771,1.03,601.807,-149.841,0.366
-0.1,-1.755,1.42,554.504,-83.862,-4.639
0.049,-1.636,1.839,488.037,-50.293,-18.616
0.127,-1.492,2.221,412.231,-45.288,-23.865
0.174,-1.336,2.506,344.055,-57.373,-18.25
0.18,-1.213,2.626,281.067,-66.406,-7.446
0.063,-1.224,2.627,220.825,-54.138,9.399
-0.035,-1.251,2.528,163.94,-24.048,26.733
-0.153,-1.266,2.361,117.004,7.385,41.687
-0.322,-1.266,2.129,76.172,26.184,57.373
-0.315,-1.228,1.974,27.71,46.326,72.449
-0.352,-1.208,1.882,-21.729,55.786,76.782
-0.336,-1.139,1.846,-83.069,60.425,79.529
-0.298,-1.092,1.821,-149.17,75.317,84.778
-0.229,-1.041,1.788,-212.158,104.919,88.684
-0.179,-1,1.723,-271.24,144.775,90.271
-0.156,-0.948,1.615,-325.134,184.814,96.375
-0.161,-0.92,1.459,-377.014,222.168,109.253
-0.237,-0.934,1.274,-423.218,255.188,125.793
-0.281,-0.886,1.071,-457.153,278.931,139.465
-0.293,-0.845,0.888,-478.699,288.269,139.954
-0.284,-0.82,0.777,-492.981,279.114,128.113
-0.206,-0.787,0.707,-504.944,255.92,108.704
-0.187,-0.757,0.662,-511.78,221.069,82.397
-0.142,-0.714,0.565,-506.287,184.021,48.34
-0.029,-0.658,0.436,-499.329,157.654,14.893
0.149,-0.588,0.302,-491.882,135.925,-7.324
0.295,-0.493,0.168,-471.436,112.488,-12.695
0.397,-0.365,0.063,-439.514,90.881,-4.15
0.445,-0.233,-0.009,-405.029,73.73,10.437
0.474,-0.109,-0.104,-365.845,57.129,25.757
0.477,0.017,-0.184,-324.158,38.33,38.879
0.457,0.13,-0.239,-280.457,17.578,51.208
0.426,0.224,-0.267,-234.68,-6.714,60.913
0.4,0.288,-0.289,-188.721,-32.104,62.744
0.348,0.336,-0.271,-144.592,-55.115,56.824
0.299,0.349,-0.229,-100.769,-74.646,46.875
0.247,0.372,-0.167,-56.824,-91.614,34.424
0.211,0.369,-0.129,-15.686,-106.506,18.799
0.235,0.368,-0.138,27.222,-121.582,1.648
0.237,0.367,-0.135,75.378,-133.179,-13.672
0.199,0.326,-0.101,125.61,-139.099,-22.888
0.153,0.239,-0.074,177.551,-143.311,-27.405
0.129,0.159,-0.087,233.398,-155.64,-33.875
0.101,0.075,-0.11,294.922,-177.307,-40.222
0.021,-0.03,-0.087,358.887,-202.82,-44.739
-0.109,-0.169,-0.027,414.856,-229.553,-51.086
-0.277,-0.329,0.054,459.595,-260.132,-58.167
-0.453,-0.517,0.152,495.3,-291.504,-63.049
-0.561,-0.685,0.266,523.743,-319.275,-63.538
-0.644,-0.859,0.387,548.096,-335.693,-60.73
-0.723,-1.012,0.485,558.411,-332.214,-51.514
-0.767,-1.171,0.631,561.89,-313.721,-33.875
-0.719,-1.297,0.902,561.89,-279.541,-16.113
-0.658,-1.407,1.255,558.228,-219.788,-14.832
-0.548,-1.462,1.544,543.213,-140.137,-31.799
-0.406,-1.447,1.743,517.761,-59.631,-55.969
-0.305,-1.397,1.906,477.905,-2.319,-76.843
-0.217,-1.346,2.021,420.105,14.099,-85.632
-0.178,-1.273,2.138,352.417,-12.634,-81.421
-0.095,-1.182,2.228,277.71,-57.495,-63.171
-0.051,-1.164,2.33,200.806,-90.759,-38.147
-0.108,-1.157,2.307,134.521,-102.295,-18.372
-0.168,-1.145,2.234,77.148,-80.505,-2.258
-0.253,-1.16,2.068,32.715,-36.499,11.78
-0.298,-1.166,1.841,-1.587,8.362,25.574
-0.342,-1.17,1.691,-44.373,45.41,39.001
-0.328,-1.156,1.55,-87.646,67.566,55.115
-0.327,-1.133,1.456,-129.028,78.43,72.449
-0.316,-1.109,1.386,-166.138,90.515,86.975
-0.295,-1.076,1.351,-199.524,109.436,98.328
-0.261,-1.038,1.274,-225.342,131.897,106.506
-0.204,-0.971,1.219,-253.418,153.564,114.502
-0.169,-0.894,1.158,-289.429,170.898,124.451
-0.153,-0.837,1.096,-330.75,182.617,135.742
-0.142,-0.788,1.075,-373.291,189.026,145.874
-0.181,-0.805,1.076,-411.743,189.758,151.733
-0.242,-0.868,0.911,-425.232,179.81,145.691
-0.27,-0.825,0.76,-422.302,161.072,125.122
-0.237,-0.727,0.589,-409.851,138.428,96.802
-0.182,-0.617,0.482,-395.02,115.112,67.383
-0.091,-0.482,0.463,-383.789,93.262,42.358
-0.016,-0.359,0.509,-375.122,73.425,25.696
0.058,-0.242,0.58,-367.187,55.664,17.029
0.124,-0.221,0.617,-359.924,46.326,12.695
0.18,-0.231,0.602,-350.037,47.668,13.245
0.231,-0.21,0.53,-331.543,52.307,18.555
0.242,-0.161,0.456,-301.88,53.406,24.414
0.241,-0.097,0.389,-263.428,50.781,29.358
0.238,-0.02,0.332,-220.398,45.471,30.762
